"MATR_ALUNO";"COD_CURSO";"ANO";"PERIODO";"COD_ATIV_CURRIC";"NOME_ATIV_CURRIC";"CREDITOS";"MEDIA_FINAL";"DESCR_SITUACAO";"CARGA_HORARIA";"FORMA_INGRESSO";"ANO_INGRESSO";"FORMA_EVASAO";"ANO_EVASAO";"SEXO"
"9ca28ac0ec9d0388410a6cada387d694be17c52989ba7340b3e46ed115fbc117ed19645a3d1d5cfad05c2227796d71c0d88c412f0997e06a2d69b8a67dec0bcad4f9f4443dbf0164a721a7430de1adb6dd843e8fd88167301446ab7dfcddbc55ed41394208c7982e466f5006c2e4e96c716361c20d5381da6ce79eaba762a9a55817495aec89ce1686a99011ff51ce8e3a44bbed2f0d2c11f25b1d030e156ab77bf0fb2babc8a67e2859f5da10adcc777931604c23d48000f04df5fc44b87a1846e9d5bca6e895c640fa2e7ca03f479c1da300f76173b27309f8ad3fa85f54567df7dde99b45b82be4e72a4572b51930c8ec9b09190854f180370e52f5f06c7e";"BAEC";2011;"2. Semestre";"BA010801";"DESENHO TECNICO I";4;1e+06;"Dispensado sem nota";60;"Reopção - Mobilidade Interna (para curso/habilitação área relacionada)";2011;"Abandono";2017;"M"
"a0858053a18a98271735521fc100176076d0b85dc4c6ff73302392c07b4af5a13520e3a013733d4dfce9f716dbc852a08aa7e130cf15feee433acab7274efeb03c8e1bee23590257a36dff7793f482c6b9cdffe5cf0a3e93605eda804c2ddfb1fd0a71d3fc33d2b38d2b8953eb1f271719105294fc3c2dc833cc3902b097636974c3a3935c30399367aa87b3dff52a8852275afd5f19cf6c946b29e3b3f164ccd90c9557fd0e89057fd9fd14622290a4092bf51b09a7dbed6210dc263a9c1d72bc089caa388294105aa95c21fc3410b959dad70471d764834cfa3064ae466fecafe4137b1d7e34ee76996c8afc1b3cac4a2349d503e337b9adfb45a7de8dd992";"BAEC";2012;"1. Semestre";"BA010801";"DESENHO TECNICO I";4;1e+06;"Dispensado sem nota";60;"ENEM - Exame Nacional do Ensino Médio";2012;"Abandono";2012;"F"
"76c91299448a0c340798569464c7853b9b16c8631ffe59ea042969e4ae77fe85f4359c186003ae308787f3f4e5c1f9296303c504a5d2594f1feed597dd2369ec7b25e0a5775a23b677be5236d8f889255feea9c93c66e5a581246513d8bd8e1bf6e91a12f1e07b3243d86d43e16123cd557c109c19645892abaa4339f58fb515f72d2758c1f4d18105278fbd4dc3593986530db44afc3b47552945b1d487dedf627454479d7b5d00c09b841edb8dc9b47ee451f542b32f6a863aab3af7fd36d395482c69133baaf5e4eb79ac57da7205e46eb15de1e33865182d5045d266f487b584a301c99ae6e561d49fc3457c38e51917a7c2275108e813934df08d233d79";"BAEC";2013;"1. Semestre";"BA010801";"DESENHO TECNICO I";4;4.9;"Reprovado com nota";60;"ENEM - Exame Nacional do Ensino Médio";2012;"Abandono";2017;"M"
"6761833e4e1bd8823c3cf03d38ebda75576d70f84c871d0f27692d67b6d986168565d7d4c66388699454653d69c054767f861949605ac538ba9ff8be33f95e704f7981925708b1825a3fd50fd344ca96cc86931af270d9f98b82621f300a07886e9ef14dc187bded33dcec665c447160818e66108981c8d5fe82b5feeb1638b88eeea73a6d7a67e77795150b55e3e99eeb427fd9c317579cf7378b0c8cfaa2802fd375071c4b275563ba93980d462375338f6920193e0e399eae2d70bb0ba57e730ddee57470575afef8fb23f1e56827a827769c58df011b3fb5f6a8f9f5adbdf7fdf20ccb52bb48bb7b60cc22736e0779bb02ef9daa04c5266072329cb45768";"BAEC";2012;"1. Semestre";"BA010801";"DESENHO TECNICO I";4;1e+06;"Dispensado sem nota";60;"ENEM - Exame Nacional do Ensino Médio";2012;"Abandono";2013;"M"
"5f36e10d6874e61be23177d12907f2530a932f85a3b99a471dd88f2d76865b7121b5b419fa1a8cb2421e138e358d4b829d491aa600900fa8658806ed1052c49bbff501d227ca28e89054909852d3f5e7159e0bc1f3429926c63b2e6adaf13f3e7d29896ed826b05e9fc77319c4d266c4cc2c7f29f7b3bc4e601b8b360d1bc6b52c17aab3a3c764fba1ffd84cc686928d4b6ef86f52bbbc31b1e1b1da3b0110ad819477305a178024860381d9fcb399651a3ebe46c7c05dab667c19bf626889b64d546be44c280b96e17d7a8fd5b1c7c6081f03d1f91b0e2155b76323f913ad2303d0bf7edc5d8630de266776d2fcf66f99987efa6959318ec5a4c263d44d6a82";"BAEC";2012;"2. Semestre";"BA010801";"DESENHO TECNICO I";4;0;"Reprovado por Frequência";60;"ENEM - Exame Nacional do Ensino Médio";2012;"Transf. Interna Por Reopção de Curso";2014;"M"
"9026c0e3018aa555f950c760c43485f1ee2be8f570cc97b39ee8976c8acb205cba40aecd14f0682b1eb09f7947a7d74af4d654d71d7e8817e90e6fbefa12b98002dac30f140bc703e6b3d0c8410cb615172ef397ada0b511002bfd647c557ae0c35316133f5ca1dbe50c5605b636faaaa1c912da318cb36d10491922d1b6ccc47c15498231233b2d87f7cbac01e049767bad2ff1f3c6cf8974443f298646f649c2bfa1738113d5b4407e4b40238857182e99b252c36b509d4d65f89a237e068d287e738c7c50d676684ae2c803f00e6c69482e10ddef1980164b24c915ac859d21e175c9497559b73da8f052eba9838c5f69771986abce28e322ceddfe8e6743";"BAEC";2014;"1. Semestre";"BA010801";"DESENHO TECNICO I";4;0;"Reprovado com nota";60;"ENEM - Exame Nacional do Ensino Médio";2012;"Transf. Interna Por Reopção de Curso";2014;"M"
"39db7770eeb121d4ebd2a3db7019bee82c93835754aa116ce5f0e4a5f2eafd51e4f62b10c2ea7dea543d35c03224ed1f5c3e0500b8ed00e69ad38a424192a88e795bc9d0ebb7e14222eef084f68d3b6c074c219941b102952fe00599bbe35e4d0300faca04a16a2601302132930e51f06b1aa2526bb21704eccbc6be3cb273e0fb6e8d4b30a44f29d14005d9109248a716e5bd796ba50213c36613101b4cc43fc8993b465975c5e3b8905efa56652c6c75cc7fa09e89819d0edd8244fc051bd129d094e681a0450b10519e7aa7110e8a95b92be2f8275a9693b824ee6a0ee4282fcf247ba731db968c42c6c02ef4b5cb474160938d8baf46eeec0d7d5322af30";"BAEC";2013;"1. Semestre";"BA010801";"DESENHO TECNICO I";4;0;"Reprovado por Frequência";60;"ENEM - Exame Nacional do Ensino Médio";2012;"Cancelamento";2014;"M"
"5a491e5220b97d7e0a56c77b535b6a307ec6fbf722cd5722fbc5c9fd2f1e48b5ae366c538f9238f790e1e1d986acc80b694c8cbad3806c29f5ce3b59bdb207b35bffbf165cfc1645e13bfb37762d46672127f70534e0c180ae28eef9fd85d5dedb537b139af9e0db7f267fcb64615b4c7f427c278f8f05bc8bc30b8b2a6558632c05ddd126824b1c3d50e7bf2b06b0f81187c9a095a3e2cb9288a11a9a132100fba9c8e7dddb4d9ec415a38f0252f1ced9341e36c5dc570e0997e2207227066117265c1b596ff0247d729731a523815e09233e1bd634c07a16ce4dedfc3b1e1a81609a75dae05f2899708e3ebc5aa70d83bd7e4cbe79edf05544ef0e415b51ee";"BAEC";2013;"1. Semestre";"BA010801";"DESENHO TECNICO I";4;9.5;"Aprovado com nota";60;"ENEM - Exame Nacional do Ensino Médio";2012;"Transf. Interna Por Reopção de Curso";2013;"F"
"230ff1a661362c0df70fce428c311304899d645a187f5074a92c3afed9ae0c1b6db92104cc79558571b7f5720ac958736e98621363a29b51b15f7e54de94f6d40de1cab934e4982196eb5a4879599706c0cc06abd6368dcc141cc0d3abe41d902472ba13d898e8a8cb6b82bdee790424be86384e8c64566a4783b57ffc52c3ea36a0fad1b9ffe11f696b0594b899964d259c7385b855b8eb0a2cc6793504366d0c1e0da40f8aa7b3c68b2fe756869ef9c519ca6b476db38a0f584ecd707a8998d3273c3c95fd7b3d8e62d4b58db378c66d75a2a3ad3e608b205c15c42fa6864a31324f602a5f79f2df2c9f448056f910c9ef5b966f780dbd0ec00fabef04df74";"BAEC";2016;"1. Semestre";"BA010801";"DESENHO TECNICO I";4;10;"Aprovado com nota";60;"ENEM - Exame Nacional do Ensino Médio";2012;"Formado";2016;"M"
"73c5524c13afe2db35a7fd72edda6487fdaa429fa0c6b112374aa07aefcff3939477050b8e81c267075e956b4a78d97d9b8726e14287961b6797f85a7b22dd9693f4777858f8eff36b36c1898cf2233245843a4d12c89dd1ad02e925119c5398e8c545a04c5bb23ef372cd2c14344274bf16588f8ff56e3b671d87b6aa73dafeb567bbc8d0ffbcd9da0055e6c8b91dcfd1b8a00d92aa85f4f36983e78e8d7ea6e17be597cb945ce2a610dc8702c8775cc76672476bda8d8225421990a04e4daac7f9c4c58708933a92a4165aa105602c5fc95296fcfc8d8d126245dd699e19f5474dddcefb0ac48b50a6dc29f50608e56145fb1f996c813b0c44c2a11308dc5c";"BAEC";2013;"1. Semestre";"BA010801";"DESENHO TECNICO I";4;6;"Aprovado com nota";60;"ENEM - Exame Nacional do Ensino Médio";2012;"Aluno Regular";NA;"F"
"e002be6b112c8d6d5166d36f862bbdec27333c76cc70b40e7ede9d5da75e3a611dd0cd6c833dad5e67e0b636e1c30f8525f22d8116ef48ecc743be610e93a92e08ff243de5b8ad7a0dd69de78f3359f35d09d8e7cbce80e555a5029c1dca8ecbe45786adcf1fb545399601dc59365a8898723853aee2823fa7a613c58e3e26bf160be4b6598651c38d647a4d4b5dc7c85b1183070b9c1d13b39df9540e423e78f3bcf1e85e3bdf037e1da392e3dccca9d88021b3dd7cda2c41518f929b21ed33360c392e6ec1b0e6d057818345ae4ba43bb6c9e2b802940930da90f05e061b02becaf5e0a4e5b40d1f3db0967c90fe3e6d10a3cab8733736b21eec536e29652f";"BAEC";2015;"1. Semestre";"BA010801";"DESENHO TECNICO I";4;6.3;"Aprovado com nota";60;"ENEM - Exame Nacional do Ensino Médio";2012;"Formado";2016;"F"
"e58da58cf31edb28ccea2448adad3dbcdcede12e2944fb6787ee0573c7da97acc2603a88e843fccd7e5e7437de27425f3da50b7274a0edccdd997a3a5133188d6b09d77d2a451962627f1e9c0ee528e058142d984d106ece0dc1205b04ec6f487aa23a50f09b62cf461fbbb0f4118ef263901fb240927f16b6402eca6b99d0c85113fd6cceca98e144b28e9c87c44d0f806f388b9aa3c60be535a88f1536dfb5eb4e4e6d88c0a94dc9d9ac1ae369d77a6d4f097faf44f888aa8d71218ddccf5a9b492ffc2d9ce5d475ed8f34da4d3cbe5f2109d03535ff2a804db118b72556c16f72f9fd281f1cbcfe7f55457833b744be8429fe96e94d9b749321cd5ada29f5";"BAEC";2013;"1. Semestre";"BA010801";"DESENHO TECNICO I";4;6;"Aprovado com nota";60;"ENEM - Exame Nacional do Ensino Médio";2012;"Aluno Regular";NA;"M"
"b81b91518522eaa3cb0a209d12b72643487f7b2f6acb56e6320c5f73aa14eed6948ff642fc10d42e260d2c6e45dcf176aa8e0eec0081e40c594b67e3655282088c8b3befd9e50837c2189946a21fefe0a2427d34dd515fd73da34a84492f56aecaa3da6c43b52f6fdd0a44f79caa4f54d6bd4e2309bda4193a1da65e2d560acb7e3144124e353ba49b5c0617e63acac1e3af7ddc216f05c1b4909300b79d9ac5626301f8aa712724f3b9b88e56e8ed28f63a91a77f1a31bc6ece4734c36ee59abc01084d6c403caa59ec52766f68755ac1b593b2ebad1f915f2ae085e9c33f1cdbb14a1e65240ae47b59f9c702866c534a9395d1a14d99778d818153af82c40b";"BAEC";2013;"1. Semestre";"BA010801";"DESENHO TECNICO I";4;6;"Aprovado com nota";60;"ENEM - Exame Nacional do Ensino Médio";2012;"Abandono";2016;"M"
"ea24d37a7c29525fc145d05ea192839c9ce8f931e5f5e5d2c898d8cffb4cc578c9ffc8a6b586ba2e2dc1ddf7e3ef9d7546de3802e9775a13b2e6542b353c2e7f4f13f97be824b0c2b0bad5c6ba36f97212b11f7ce26b1cccfd574949ea663575305ed19d95587dd41a0a05c27c6be9a15afb09054afddb3fbb9045fa5db153450ebc714662f2259940e75e81c9d6585e86e7d75bb847e20c88180df2d16fb915edd74980dfc4c95cb9936b46f965a0881be81ca06913928e1840aaef98579627e23c727b3f464018107891442a46cb46a0da6ada222309080781ca0c51f76d4b6562ba8e9b3a9d9b201c5ca27ad2333020f9377ccabb7fbc6f6e096b0eac0ea9";"BAEC";2016;"1. Semestre";"BA010801";"DESENHO TECNICO I";4;6.6;"Aprovado com nota";60;"ENEM - Exame Nacional do Ensino Médio";2012;"Formado";2017;"M"
"167d3a7062e7be5151fd7459bce506c948368ccd89a360db9ab732148d4901e004b8041c7c4124cfcae27152cc111d4a223e58ad06f97b43f468ab61b2432520a19a1ad5d8fba352336d306a610f844ab3d7f444068c76d3502e6d4ad662acfdeb650be762a9b878c38582e85ce68c78e5aecc9c4be881a3c4ba9d3f639557c15e9a34ff5cd827acf2423f1d861aab161c52f9a799664434844ac289647f09e73d7b41c50d1f9cb1e01734a6a39121bfb8d2db75e1fd8fe997ba82d2e20a865cecc9d737110687905b5600490bc5ccf218bd39eb42c927b105d1fc05e9c1384187051cbd42d18e37c318fea94e540073fbc2cf93cc297c7dcc6ba44f4f425149";"BAEC";2014;"1. Semestre";"BA010801";"DESENHO TECNICO I";4;6.1;"Aprovado com nota";60;"ENEM - Exame Nacional do Ensino Médio";2012;"Formado";2016;"F"
"5034a331bb65cb290301e3421961eb51afd53b83e312736fcb03e173ef036fa5d2eb58e356b21068149c9954467592469be3c5e7cc523b67114edb58113463f0cae4bd652d28cc9fc5842783197193cb1999e77c18ab23f1ae374094faa4bb19611e78b6e4a250c03c4df844c83703cfe27018156fc8ec05577c4a883b0ad8b36efd6979b4e0aceb71fbd751ac4221609ad53e496f9e85d9ca1a622c2258bbf575e03d05e3496ce6eedab0ff6678d1293693798a5fbc71ef20de77fe9ad9e18c51faea63f4184b35997c272d9c251b412a7cb466c4c6ecca76eee95d4a3fdc6fd0908ebd3923a4b5177e3d0317f9dc7aa7ea82e826e0bbf999e86dee3cf4fd63";"BAEC";2013;"2. Semestre";"BA010801";"DESENHO TECNICO I";4;1.1;"Reprovado por Frequência";60;"ENEM - Exame Nacional do Ensino Médio";2012;"Abandono";2014;"M"
"607766e071747dbcf94468a0ffa9f9b7b45cdb7efb2bc8d7a8fcc61e7968b3054e3f97493f7ee884838261a54c005117ae1c2a7ea40740d4100e7ca9a0c675b0c40ef6356d11cc342f9862cac350ae6267b3e41dd95930ba841f0bf60e913b68f2d0f65cf0e5bda962b6562bccf8ded25caffc0b4d0ea2e5968f21d5837417f8c077d8ffff80d406c7fc0dac3c867f0addaace9c1ee339bceebdeb413953f9ab44d95ac2b2d0d438440cee37bd706f082146f8e64ff895dacba7bd8fcb9cb41f5e4017ec0683c0b857a8445e595e780b8804d3ca54dc4f8b12bbce89680c86c19022c5b7a86bd96ed037efb9d8b0a4db4b5075a6d976706c963456c44b690c0c";"BAEC";2017;"1. Semestre";"BA010801";"DESENHO TECNICO I";4;6.1;"Aprovado com nota";60;"ENEM - Exame Nacional do Ensino Médio";2012;"Transf. Interna Por Reopção de Curso";2018;"M"
"689fbb059dba39f02c7746c64f3fd39ca418eef03b7e4acd8d290514e72da26fb02121d75f4373d24ede76c79ce52584f53c9c9ef600f6d5cababb83d415491daaca7a91a4c8262f21c04d62a7565d0e7adcc3629c2dcde069e4bdbc24d09f9638af12b90f4e7fad2e0165026d5568b2f7329d2b80abf07392315497f80d10ee2a44f5c3cb29c72c232f5412ebe94af59289d2b5b609c149e2e44262e99ff0b822dfedb54eca6b15dd8d854ce845c393103e1667463c2e0f27f6a6014ab3a142516776ea3cf6044629b7d6520bac4b27523e18bf0a07e88d3033a2191e8baceb8ba468b1cb341eab71797dc3c875f2e6412b91d63dc94e18d25931ab1e76a754";"BAEC";2015;"1. Semestre";"BA010801";"DESENHO TECNICO I";4;6.4;"Aprovado com nota";60;"ENEM - Exame Nacional do Ensino Médio";2012;"Formado";2017;"M"
"b7e2a86886753f5011475901e3b24835ad71b2c822cec99db08c115612dc4176ed2a820936bf286d39a77ce292ab30d2fe4b5c777df2d00b45cec58c1c7d77dd1be176cb70dc980d4b2b36691f642e05d262b404b3341714efa733f38ca5a407e74658aa445a70185434e7e6d441b07c1e9ca179933b73414588201d8cdc2f3881c06934c7b98afe78dfe63d456b5e677d978aede1754f66208676ba389707a13504e669c82c656739d622f7e205b1788575f674585fbbe1dda85ee3b39d3542fc7a0a54a8478b37a6e9c03c4f72964ef2f249d3f185e9a2f0cbad97f94ace9296e7938bd4e2eab4eeb99764e4b21d50cd1ed16ac64f68d798dd851d141a5c76";"BAEC";2012;"2. Semestre";"BA010801";"DESENHO TECNICO I";4;5.6;"Reprovado com nota";60;"ENEM - Exame Nacional do Ensino Médio";2012;"Abandono";2015;"M"
"39e6c9722608c49779a93eb70ee810af608356b42ea3497eae27ce0cf081f34b4a6ba9af2cca8e356ad2355c6bc1123e42e8b502648729a46b362ec88f325dd623374cfcf0d72c17ea0fd444e0f763591978c40601bccfd844e61e4d4010f65a2c86c268865e14d1bb411c32918850fdcc4cf6e261d027481edb476d4412e6709dc709c8c8d1fd8f8b86f6aa996195458f7f36427381cdabfdaa2e5791ef11d1ee94d41518ea34f5617eeb72485f2dadf9a926aaabd5a8d376ba978857fde10802355111b974bd6463fc7386486d3695571330d0b003b1a2d99152746d2e6232bfbb478dc85386aa93a93f07064cc7ed8716505664c91a550a1b222af7cf3338";"BAEC";2014;"1. Semestre";"BA010801";"DESENHO TECNICO I";4;0;"Reprovado por Frequência";60;"ENEM - Exame Nacional do Ensino Médio";2012;"Abandono";2015;"M"
"76167d68ec5c71fb8fc611f17178c9c1ddfd1781daf473da82c6030e9b2b2cc0259306175fe599d37822228e33118791544275ec1ae131b6f3e313308ee98430f0627b468b2b6c8587b0b974284bed7cd7802a75dcd9eff015f9feb1bd913076d07f5095903b06bafc597f0b68173ceadf449052ff9a1d1777cbb0dff3464f884db9d876ff3d9a0f468e36cd26123e0545f69fcf439a06d7c70c737c58422b3445a5d214b412cca15894ae6246c368676a9e49c4c4935d9205cc7190cc2794610cbee729b2f58968cf6187e7e169b61959cba9755b0a916c9a2410ee4d9a453fe7929a70fe0090a55c3d2101172da31a69e72c246f067eea413d593d43b91ac3";"BAEC";2016;"1. Semestre";"BA010801";"DESENHO TECNICO I";4;3.9;"Reprovado com nota";60;"Transferência Voluntária ou Externa (oriundo de outra instituição)";2012;"Cancelamento";2018;"M"
"126792989f965dcd7b50787307f008dca1d339d2c7ef112de3826bdbcac5562ef3edec50f8f7c1e210d1719b51cbbadf253423e97fdbbb7bd2f6ce463e718128d1bb5afdaeec2359f81dc0658de8167c4253c133b920e12faed19ee94d8735b3669564b8a5006710c83bec9420ef4a45aed2e6e8b44c2d98a9cf8e7bd6b23f42a8db0a8630d2133ed5d11a0dc80181a985ca737eb9599276a56328cd8413f8d6269d3168a9154542b6dd9f1f5cbf3343d7913929ad802d9a1e38bfb883031f78bced49c4f6d830c274c7125b4091bef9c564b0bcb47ee34e86e81d5026826c6168bb3c7395ba7c7aa055540f5ce70467ea9836b82049e3308eb4ab19da684590";"BAEC";2017;"1. Semestre";"BA010801";"DESENHO TECNICO I";4;7.1;"Aprovado com nota";60;"Transferência Voluntária ou Externa (oriundo de outra instituição)";2012;"Cancelamento";2018;"M"
"38e1f7b31ddc63c41e7fb77568c61259741dcd3a1b70abf2e55dd518abd1321850b8fada47d72cbf8b982c8ee92e2c402739739c96baa89a54ea4d468bf7ed7ee4f6ca09ebe965ed8e50d1d8cc081461b795af997ec965debc9e3cc911a7583392990131b8e3667c93667ccda11e04e74302bb165bb5ad1acc13942674e805c47c60c40a4e6b4a97ef502e7c727091a0792779cb3cda4180d1b8801dacf5dd663db77965bd4c4160a00959a419ac675652d43ab789d47f2a879494f45b67335a1c488a70d6c632e7db36ecd9e6261bcb37fe2c4a82aea37e9cb3d55f8bd40855dfc8f11b0e7e2215b5d44ed0d4b38959f9e75eb4f01cccf83fd569c221c5775a";"BAEC";2012;"1. Semestre";"BA010801";"DESENHO TECNICO I";4;3.8;"Reprovado com nota";60;"Reopção - Mobilidade Interna (para curso/habilitação área relacionada)";2012;"Abandono";2017;"M"
"2343766c441eb0d613f894dd12af4fc414c42f7ba029935c376314515f3f90b7ec82c9b7e22790409dc63a4b787bde9928bc9f84807aa054a0d46d575cdf59d9c1738c43c55e922e42ba6d7963f3b12953e957cffdf21269db1995dd63cd00b14c6179488114c6baa1108f14b1465d7fd6b160d9943bb66e8f70890ca526e07d17104597fc52ecb8a6fca30845bc607646dcc19095bc5ccf7702a4e9f321eb55e11a517a12a5b09af833fbb0cc3578382c043f65102ecb883d8e08a5f34a006aeb7bb5f9998641ecd004e660d9335afa56a597bb66831f472c7151a08440c9ed652f788fbce735bd49dc1f9d57e89f3254a92b7761045c72cb8c9666c12c18d5";"BAEC";2015;"1. Semestre";"BA010801";"DESENHO TECNICO I";4;0.8;"Reprovado com nota";60;"Reopção - Mobilidade Interna (para curso/habilitação área relacionada)";2012;"Abandono";2017;"M"
"283b0b16fbd928aa49fb3198f2380ed9d99ba32256f63bbab5ce5a4cf02b9c904260f7e5326e6828209dd8b14a0ff6c5ec6c821283a5a7afd49e288b60f478c4f595157dcd2d3745dfc9247fb99661693f9ca77969219d46d7f71189e9f32779f5ddf21d5445c67e7c6b2ad028b2787198bd2d3a55f6fd03c2fd7cf55edde3ebde1bd13198a9d967f0449a719566d25350116ca0ec5a84874ad5c0f4be5cb87a6b7cc8f993b10a86f9cb3552ec5a8050ca670221e42b63f87be63249133cf41d1a59fa76171f58d85e843e44510f350365aa4c745066f8273bfdf76709cb9ef7660c6b5ed35c78dec0af567da893366b123b3d1cea3ca60d472d6da8020a0cd8";"BAEC";2016;"1. Semestre";"BA010801";"DESENHO TECNICO I";4;0.75;"Reprovado com nota";60;"Reopção - Mobilidade Interna (para curso/habilitação área relacionada)";2012;"Abandono";2017;"M"
"a2a32d5a9648f1251c3bb6e5c04fa4540c890cf3d2b1f9f3c3e01938909e147fa312a6fc52507dd3498d69a25affba4a7aaf48df7d4f8b5416856386963edb46cdd3a95e503fb44461934542036f76353977b26fafaea07672e4a9b6760d4850def93ee18712fbe24982423ece297541ce0c0c8b9b869cb5ce24c4caf13f7f39e9ab588f4e9cb53179f8a9ea676d2f470971fc25cf373f76ba997e4a6ed0255f1972293e9a747c164965f995e83168f12eca2b3604f41631906894e09ccf563152d8d57a612ffe9a874ffc801400d704a838af9e9b6faf0f72f49d816d1993f2f097c02321a38096f2c7885f13f5d656a17518ac449504a9f6d64d422b45864e";"BAEC";2016;"2. Semestre";"BA010801";"DESENHO TECNICO I";4;5;"Reprovado com nota";60;"Reopção - Mobilidade Interna (para curso/habilitação área relacionada)";2012;"Abandono";2017;"M"
"dd9f7fcdceb46a86a58f68b36a65e7a865abfb5588e2376d6c7283454e9b778ee8004b259a729e73d60c83befaeb098d6f55cc46476ea9a4d9b076a37e7e33982458d98531b50caef7878a8a696b71e7c07300078430bafca0409fa1b6066f98a612eafc0d6d45cefd96215aa2910bd2cf72d249456403c9378ac68e70ac547c48f52b2c3890ff56aabc2fd4a10ed004e1b4d35750e3004dd40a8a2947f0f6ffd51d01233bebf16092bd4ff89037622ea5cf25ba4b2594781247a32c9abd2f1f066c8fe4be34ad8d7de73a9e52907884932d7f9e952d3551f9e79fbd49becba3e92774d12a78242782505c75c19b0644e2a0bcfa30df602db35d460a6dce2541";"BAEC";2017;"1. Semestre";"BA010801";"DESENHO TECNICO I";4;6.5;"Aprovado com nota";60;"Reopção - Mobilidade Interna (para curso/habilitação área relacionada)";2012;"Abandono";2017;"M"
"28ab1d2c2893d071729559b58bda10b4248bdc602eafc8b954de25e6e42ad8fe9a823914175374ebf36a7740b03d7c08259f497309c09e721780fb255e3a475e3498a8d4867e7c94143ab1c6ffaf0ef3db05b6934c45d98bae405127156b7b08fc52a5e9a0d48995c9fb500d2e3264d1badaff771c71e42a2b0793b6e6e39078fda170fa865903f5d704efb510b6191477b59e8e5f952427e3e16673d99f5e9e5e52dfc5dcf980eb5db5daa7da3c0f2fe920b80bc734334cdaef6298f9cd0805a76b5f1bea186bac41a698fc973e132a877111dc3eaf763b3a06e1a6275a86e3636e5e45cd2be91d3cc9b20fa190dec520a4c30e00548526a514f2e6d9443700";"BAEC";2014;"1. Semestre";"BA010801";"DESENHO TECNICO I";4;8.1;"Aprovado com nota";60;"Reingresso";2012;"Formado";2016;"M"
"6ed4333cc527e111aaf97a9eeb527bffbcbbcd2417f12ab79e4dcf58b8fab2a669860d91b00c31450260f0d17ef5ae077ac555daae7f8f93db346a6d80e441e8d92e41e5241ff6a216906e498328bbb4a0a5a84d476b793df34241a56fdcc1ef9b7cfe3c7595b88d93ce5880a79b0b08d2180b6448520fc4cc7900181adf7ba0dd3ae62c2e25c7082e7b05fcf0412644d276d03ae49b41e4110c413c6ba135b64df0c19bc930b8e35fe7138d4f129531a97f015917a5f35668f50aa3f35b3a198239c5166f5ba0b0ae5e5b39c9321810cbbd988169f1f213056952493692b21cfe2e345f236dc026deadf8bb220a0e9fdf5f1e47ffb8593992122b77b070d8c3";"BAEC";2012;"2. Semestre";"BA010801";"DESENHO TECNICO I";4;7.3;"Aprovado com nota";60;"Reingresso";2012;"Desligamento";2014;"M"
"c3e5a7293767d3a5e0f40f6b2300cc009608adb53c8d8924a809a84ba2f8bd4b0187adfb80a6cea95bc0badc4a99b6c0482f3e543e8d326f756105177661eeeed65e753e3ea51daa751fc5431d488e284f65a8550b205c78c08a19ed3a09db7897a26c92dcc34dc0c34c4c441f854035aca0d80181761cc5c3dde465c20932fe5ed49b3d7e4a5dd19aa8e3683c39c6b961dc5619a5cb94d45c2d071f42f77ac6149786377538f6535818ce04abeb243f51c3b272b4c9f90aead947569a31a4b249ce4adf72e4f9fbd877f013861922239d84fd159a28741fcac0621febe9744c3fcb7a38c9ac31b79730fee35181aba060a9cb6660f0377d22dfa0d537d7256d";"BAEC";2017;"2. Semestre";"BA017528";"DESENHO TECNICO I";4;6;"Dispensado com nota";NA;"Reopção - Mobilidade Interna (para curso/habilitação área relacionada)";2012;"Formado";2018;"F"
"9e1a2b84e6b32b19b9fa5a058beabd4293d0091076e8ed87f22f5a0c72bc47d7809684eebe72f63e7dd3c414a8f994793edaafe78a5d3f84381f0dd19bf4d3b9abb51cabdf890d6e968d45340bd6764af6cc659ad9a29e92a73575ba051b074217360c3645d92722aeb1f81d212da89290e8437e74f9fd60126e5b25ee7a0aa9e58830f88cfb63ff061b7fa642d7a41b366d9d6caf2da8b15b1d21331dcdeb05fe70568146c2efd95871af8d9b9043c385c5dbc6c20ccf38c338f9506f425ec10d1941cb784d80fde64bc6b14915b3793f53483841d02a31c99b8729957bf323801ec917a63f5ef953fca8798d3de42f9dab59d5d00848f26458db0854a5c992";"BAEC";2012;"2. Semestre";"BA010801";"DESENHO TECNICO I";4;4.1;"Reprovado por Frequência";60;"Reopção - Mobilidade Interna (para curso/habilitação área relacionada)";2012;"Formado";2018;"M"
"0f9e614acfe5ba681b83359aeff14421fb763df3a3b56a9a21048ed839c1966953da0dedbd4dd7adbb1fac605354203373b47e4bead99b427cfc0520d7e3acc8254b8c8c1195d10b850b9eb4d4624ab89dd534e51e0289b07e0e6b572f615f28bb2183ace256154b069af10c7813aa8777fd3f949cfc9104784bd058e9a0b51f171b05fe23def48d7cbd78eb6f7b6c5be6a2a47d301b7865d89ee07780fa8b1dd6a669e4ec4995290052b06c77b56a4fce849cef49eb75160efd4a85fe4434a5835243a6fe74e29823aeb47550031e9bb83f4cc1c9095d4d46c8f1fe42f742724af69fddcf57522a9ae0f92ee1a2a5cc3865f74f849e05474422667239121f89";"BAEC";2015;"2. Semestre";"BA010801";"DESENHO TECNICO I";4;9.15;"Aprovado com nota";60;"Reopção - Mobilidade Interna (para curso/habilitação área relacionada)";2012;"Formado";2018;"M"
