"MATR_ALUNO";"COD_CURSO";"ANO";"PERIODO";"COD_ATIV_CURRIC";"NOME_ATIV_CURRIC";"CREDITOS";"MEDIA_FINAL";"DESCR_SITUACAO";"CARGA_HORARIA";"FORMA_INGRESSO";"ANO_INGRESSO";"FORMA_EVASAO";"ANO_EVASAO";"SEXO"
"c395e3206b3d213e1a277eb37e610de549c1f6c9d6b06f73bd07f7627cdf16e865fad20c69e47ee4662df108a588ed4fcd750b518a271ffd5be20336859d0d2b3576be3f0072d14dc52bbbf465ab8dac4d7bbcd1fd06cb64b3030aad565eff9c574787b8fd043001b08a8c0bffb09f4fbbb9e47acd381e8fa1178adfccf4d33c11c0f1c31884e5cd480f98dda8f35e21382b801fc97f3e78eefd1f4034afc42c0e3fc66242d9cf1a6b17b9364a48ac5af5d8139b47d79ad9392d85a9b17bff007158db758daf9b01e4188427bff1246b8e6b0419e028e8753ec292efb9e07b1b698f0cdcbe6072795a9d6e8d03c965b02d96aa6c9d969860ae96cbaeb248fc5b";"BAEC";2007;"1. Semestre";"10801";"DESENHO TECNICO I";4;8.5;"Aprovado com nota";68;"Transf. Interna Por Reopção de Curso";2009;"Transf. Interna Por Reopção de Curso";2016;"F"
"c351d7fef044c0caef79e575a05190c22054cc982386da301a9bd8ca88990ed311f881e124ec26f0e6173eb1b251261fc878cb091b70d879dfd392da4c1b05018df7d0929ba11eff66a67dc265ee5211d98734b5b808aebf4f55bb28387bffbc66dd4855305ce7839cdb07ad7e7059ce6d8416cc463d8f17180cd318250c9c58f03fc0c2d95e4cce7f291956f7cb188d04ffe00e03bd06a4fc259c7675daeb1471c3919a3fb8bf7cccdaba4a5398171ea588535a564e40a31986e684ff861e3aa5909ab12d49842cbe68a55cc01a90a92b2e5ce6c04e991499f08fc6289e5f7de1f400fd88c58b1d754423d8fce85831a18fb8e0215b93bdcf5ba40397e6cd8c";"BAEC";2009;"1. Semestre";"BA010801";"DESENHO TECNICO I";4;0;"Aproveitamento";60;"Transf. Interna Por Reopção de Curso";2009;"Transf. Interna Por Reopção de Curso";2016;"F"
"a0dcaafc5f6d2087dcc4bfe659b098ffab9fa3001b6a317c802c621548ca8a0811c44964688e71285c73735364fe155f449d1f724ab8905aab027a2b1b106a6c42d6f9e6f474d5667a34950e41ad7b5df4f278f4939787aa768495a06152e77f51648ebb44dc687fee16a6377b29ec461669d5efdefa846406ff34b3fe43e9e0e3bbd84c2f2ea1e46bd18ab729fba9623889a38f78387a003f4c18398b600bf030845d8d823b0a121ee5503fc0030555b3ccd400facde0ef30970923f86bb57d610ec9ee12fcc5d2d6df8daa9ac94efd736efefb4fdab1c357aa95cef0706a32955232c69a98cf72d59c5e507f0fe7852dc823aa8c119747f3ccc911bd515bde";"BAEC";2010;"1. Semestre";"BA010801";"DESENHO TECNICO I";4;8.3;"Aprovado com nota";60;"Processo Seletivo - Vestibular";2006;"Formado";2013;"M"
"9c0ccc3bf3240b684ace672b61801f9d73866b5139dc7f1254b0285ec24c0f5bd2c7fd0ba4b7b4f21225129b32fe2686093f701b7663b9feffb786205de556b4fbd9c86c781472b5fb7f335f24d5c42c504988f004024a021a8f82af7c41b43be322b248ed720b65a8442c0ae9fda17d558a0cfdd01b18abb79f1f1f2a7f531d8714988ff6c92615596db183db54b1352a5fc64d22e49962fead127964c1fb326047ea7f5c382cf7f02262c7bd1593585fda40e6f1dd3e1aac2aa5fdd995c41293e9ab039aeccbc678b6aed7d4db427d92ecc79a6c794a02fbf54d719b4d2a59e7d75a003812b268a6df1e21a06e64d478d7531b8b4ca698b86bb487f1797f25";"BAEC";2009;"2. Semestre";"BA010801";"DESENHO TECNICO I";4;7.1;"Aprovado com nota";60;"Processo Seletivo - Vestibular";2006;"Formado";2015;"M"
"a3b34926ea1af6a8d122ce54e62d67dc921e9172cbf1b5f29f8c568e70f32ae27437d284dff12d73c7048b56a5e1d312f1c59b64e61125d2ace9820005a03dea5aa8fd01a88ced0d3e488aa043c91010c4a73c5173d0a8dbd23a653093a827c35097de6296631a2b941940cbb61c61c3d2c3897d155dece4f8e1f5933783523eed62c4b6bff7f9f7f1367f72b012692b2badfdad1e25cdef2f7e8c712e032def5e3e6810e8f7c04537970a1645dbf8a3f4c447b28720127245526077645b05476a3c8db15ee1c7c671abc297bec25b6818d667ca258fe0683abc1f10f51386c3522ed9410127394de8e7a6683d24f3e66a3180e8418ba828de93fdbffb88fcf7";"BAEC";2013;"1. Semestre";"BA010801";"DESENHO TECNICO I";4;0;"Reprovado por Frequência";60;"Processo Seletivo - Vestibular";2006;"Desligamento";2014;"M"
"a4ac75b62a2cd4f1e75b27c74bfe8f41f8e7599fb529273ee59f85cd4e11107e9c35a132a4dbe36b7f1d3841249dd30854e7d72b019ddeb282239fbdb7f4a9760160f764d654a498a8d16628a8853590484bf3b2baffcd5e1a51f42c1d490b75fae75a4b24ab1b55414c770d3a87fe65e9d3c32ee9f5376ea9b158e5b305ec7fe485cbc0c379fe5ce2d9283d3b14c3851ab8200d6c6b26d8649739f01d568bab2d2da860a52398948d2fc838111321ea90269b265321ad0039251109ef3e4e8cdf491f1c94ccebda68451c3c74e20a5910c79d25295b68d5181d87b12d22a7a78cb5a873a65e0b239640d0a2cd0e2396786a0749fc0b964a9472a8a22e729f97";"BAEC";2007;"2. Semestre";"10801";"DESENHO TECNICO I";4;0;"Reprovado por Frequência";68;"Processo Seletivo - Vestibular";2006;"Abandono";2009;"M"
"8b1f5cf34446af5881f373d47e416808555e32c0e754c28791bb4ac71cc26c74536fd58bf99051ea397035bf279211f9470673f9fa0ab0b74415e3ee130ac8d7869e364a35836c4c2d60e89f623340d07d86905a69cedd1beac2328e1f236b310523cbb54f5736a830d21e421fc6cd0b1c1469d9824d59c69679afca59834879d2e20a6af6d720e8153dfd0930a978ebf4b6cda453658fb79b11217f841a78bfca9a1b85168cd318c201536b0adb0ec53a46f6373a88df57b28537a7910491336728a09edc16dce1057145ec48cd75f9b2f71f39157ee1f1fa536e5c188d3d0dc49877f6697f5ae5d9c37b1b54462542a3671b49557cc0c5962a0636512660ed";"BAEC";2008;"1. Semestre";"10801";"DESENHO TECNICO I";4;7.3;"Aprovado com nota";68;"Processo Seletivo - Vestibular";2006;"Formado";2013;"M"
"7d870cf700fd7553adda3f98579e2ca768e339537bd32fda2cf889762901f873dd0c84c1860e281f7fc742877cd364a82a4044272519ff82c6cbe4cd59de6da9a79544623e17b5bea866921f50a2a8d3f5117ca5719ea78fe03f6044d23039ebc40fb15e2129201808c7dcd81ea444eba312fd4bd67775eab1b594b90eeb6f98819a9880760b88b3fa629daf469009d549bebb763c5968312d1b264ae79b9710f0e92539bc308962697e1ca431b887176f09a31195794fbe0686bec9e3b51a66c0f225159503962d49ff473f7e42d40f12772759c8196cec783de9ecbb14dc2df24733133ffd5e177c703d268b315df626f233698f2e7f355e71d3ab84085c5c";"BAEC";2009;"1. Semestre";"BA010801";"DESENHO TECNICO I";4;1e+06;"Aproveitamento";60;"Processo Seletivo - Vestibular";2006;"Formado";2013;"M"
"348a0e374a07d1145b95bb1613b4d9994f050e3eef08d8d72cfcebbc8ae1771f1f1fd7a78115073847d97436d8af80868ededb50f4bf7e06b3c37f9afb169040f745f32b467fbb6d278d5fadf01a91c58f13d651a46a289a748be6734519197afd9d6705e9f45eff5309b2466767c73b999aec300e98cc2949dec11c6152fd34802ee0d8ca6948a9ae03bebd6b30f37cc0207fd2c85db99f2872cbd4e9ce1ae7d975cc9affd79605a988b912e721855ba8b645c63c3d32d878db4bfada53dc741c12c274e327e2acb3daf3029be61324b16ee208a6e68eaa641be2d89449d8200f7b7de7974b043b3bd53339070db2876837181bf539c21339339370ffc586fd";"BAEC";2010;"1. Semestre";"BA010801";"DESENHO TECNICO I";4;1e+06;"Trancamento parcial";60;"Processo Seletivo - Vestibular";2006;"Transf. Interna Por Reopção de Curso";2011;"M"
"0ac2a577cabda6cfce32f704bbc1be4425a7c183fc256aec5838c972143d15381810e45fbe87ccd1b4949ea89cb1d0bc5f5443183ce14179aaa085067c024e841ff0e5f6b6c21fab3b37a8cd8db3197b42b55872b4c3a8cfb668ce40842f6512e6f102daf09e3d2eb6502376e7eba71bca4a967f6dc794a15300b0ef3b0baa37d5147dee22f088aa7e7ce49d79d80e800fd7e322236bb5cf2f5461c68799da5b218e93dda14385cd1961b29ef5ee5e6886f294caf25eb6dec974b6ff8162978384632733f0aefcc83dc301238c35081ff4dbc783c3592417a5912001c99ec086c5422f35cfdbea1c80be4a6c485b8d65e30759f154222b4f1c76459961855dbd";"BAEC";2011;"1. Semestre";"BA010801";"DESENHO TECNICO I";4;0;"Reprovado por Frequência";60;"Processo Seletivo - Vestibular";2006;"Abandono";2013;"M"
"69b53544ebf06bf28640d9ee3b85fed92fcf83651da1e17effb3dad247596c2e8921d74a5bed13da6bba41387933ec5c2967dd2cdf486d0205fb71fa8b389cbb957892e07ce656e26f955e2f596471abc4f2f377979d63920a65c24e510a3ad4f3c00fe99781c3ea5b2227bee6b2ce9953415556a39889bb72ace448f94429e1b0b61bebac132109040dc2150967e1029fe72c358a0b5dcc33b06a9d80c3e5854788532c36e4d1904ecd9eafded3cf1870b17668a352011233342701bbd2f79554161455c5c4772bbc8d323d2d553819b4a3313c32a86178496dd2f5c6c414b03532b6d9bef4628be46dac72a1bff92d730f371ae4d70d5caa7eb20c0dc9f988";"BAEC";2012;"1. Semestre";"BA010801";"DESENHO TECNICO I";4;0;"Reprovado por Frequência";60;"Processo Seletivo - Vestibular";2006;"Abandono";2013;"M"
"d752ac05142c918e12d9959d13edaa9b0b1cb3add22c711f5e0958146453ac0100977bf8a48a398376591b92f39404afd253d35108314f0ac701550f6d4cc08133b3e132930ec29c735816bef6f7f1e106c7bd2db3ff4b9ab13e929200599d8be17900ee0506568542a8eb287bed0bdadcdc367dcc321042376119dcd82add57f34c1788f44f0928f889b9da5ab1b9666176e7bfadad6dd7c74f67faa1b48d3e4ba8f047521eabbb0afb5bdcbb428bd2f94c498f089a6552db2782f10902c2e9fcccfbad5a9bbb9b49f399bdb456ebfb05a768b16416b3d0aead0b0b8646977c4ee1d4c400249b6ddfbd3bd7d56dd16e934d3b73214852e06cfe1278b8573d80";"BAEC";2009;"1. Semestre";"BA010801";"DESENHO TECNICO I";4;9.3;"Aprovado com nota";60;"Processo Seletivo - Vestibular";2006;"Formado";2011;"M"
"89c95a701bf144a7de7a0785941eaff614b835467eb3da50b63e25b975e7a9e9a8667c1fef91cbd40c20f73cb04487ff7996f810ee98413a4693fd5511c2871bc167203d851150694bc7706d56a05a797a9b91c6c7aecad675e3b81988b45082b8d989e77326c2026255fa7ba7d5f2e03f70672201d0af24f1845632e6a61df08a221da824772687a2bf4fe949be3a8ed05bc02b0b56be9b010315201a9d8506cfa2c6aab4d37f1f3522159dc2d23ea2b84ad7d15b2f89ce3a0896bf6b955ad35d3273838121ae53f939c63758687c78c8924ca6c532430b22ae6e108bc888647855b4c4bac8214e1f143160519e162191b853fd45910f01749dcf90f17a4b44";"BAEC";2009;"2. Semestre";"BA010801";"DESENHO TECNICO I";4;0;"Reprovado por Frequência";60;"Processo Seletivo - Vestibular";2006;"Desligamento";2014;"M"
"7f46cfa37c0dabeb2edc70aeef4265a7bc1174170fe33062fb21e6b0d744f3fcec86e187718eb924c09825458109b69210df037ff652db51d867f60bc6326fe70b809474c729ff426cc259ddbce4c6a5a6861e6d0bae81561bdd46b023afa0b00419ed0d123f3d516988b5552b57ac413a140064fe2d5f81f07519174138af3ac42531768b11313897a89ca6c3802b131342ff044887bbf42c5e3ae824ca49e40b0016810bbd4d262e199273127aa4ae7952ec811f1b99f0eb9c69018f64cc847e2b3923b5ca3145128ae9b54e9e19420f18674b01e1cb9f49e133c2bb23b97782e6aadea9a0d05fcb07b0d8a8d61c73136001e43921038e5d9906a3b8f9ed20";"BAEC";2012;"1. Semestre";"BA010801";"DESENHO TECNICO I";4;0;"Reprovado por Frequência";60;"Processo Seletivo - Vestibular";2006;"Desligamento";2014;"M"
"c33c90f827ca637bfa1f004d62d50e04d212d901aed0bd1564f83f0261527dbd3000f01c08504ef8a028bc441cffe1068422e154ca39e5c8bcdcea037da5abdc2814dad6427148f44c6b0bc0b6b7583903f8d9d33e0b3c5271e223a2e449f86dd4322e6b0ecf7df0a0f9139fbf1b9cb8cf7ed4c5172913d9fe43773d9cf5b5a459c5e3c58690cfbe73889d16f3bc2878f67072ffc388656e8221cedf2603de1fc31a1eb739f88aca935d31b138be3724e90ad3a2ff92e635ff0741bf0430bdca2cc2f8584c7889c6570dbcb4b96845346c0cb8c026914975df3b632bd93ba36865c14b74529aef650b5bfa1ed464ef8bff084dc37d762e1f3a552bd41afd0201";"BAEC";2011;"2. Semestre";"BA010801";"DESENHO TECNICO I";4;6.5;"Aprovado com nota";60;"Processo Seletivo - Vestibular";2006;"Formado";2014;"M"
"a7b8b86c149fa29aa915f95c4448b346aa029c4e4a936045d6d28eb1dc8813f61ab507c9b066c4c3c153db261c11711c7c3ab97d08d1793134b850b7831a566828cb357640b370f84704d621f944cb3d9e6dd6bdb97a6dd7dc749e94718c19d8b97f6519fd348521e196322a82d6b49b6afc129ab5872e0c1f92de206c54c9d5ffbe453e8a5eb972c56c1da331c87a8099cc5cf6e6360bc8a519ff42b65b59582ff2e7f82258aec87479cdc1048a95c1f733a310ec9eb8258fad24088b37653c20451ae5ad3b4c48972f0418070d8f8e8f0b69a2255947262aa715de08c27026f9d7b90f42611e58a9c202277858a50760ea439dad9c38a59c693fde2fa66584";"BAEC";2009;"1. Semestre";"BA010801";"DESENHO TECNICO I";4;0;"Reprovado por Frequência";60;"Processo Seletivo - Vestibular";2006;"Transferência";2010;"M"
"aa74fabef6c5de58731375f814967799c30f22f317667f5de070f028f117f71868aaa4f8c2cf46d61df5a21cd6af819301b4ba4478818f7b5f0f64b854b77a7e3af0c7ad12b538e6e9c2cee4260a5d7ae29196483aca4973c5ffa6e1cc34aeb7ff387d48b91820a52971d8fcc879a030b6d3300c475785413b7e6244d989bd04010a88f45a417cb13de2e6b5533ab6f27420583c8f3b80ddbd45bfc7481d7c9fc599ceaf3768c18cd6e8118dceff397634e9571c4afa10f1325919d77cd5b01291c178e1b3d585cc1f5cd5849560d1d818daf8263e9468ec689b63b3c34a7048b654bd0cdba3ecb1d309837224a9c07de1d6a084da1b93efad89ed29a4b8ac38";"BAEC";2013;"1. Semestre";"BA010801";"DESENHO TECNICO I";4;10;"Aprovado com nota";60;"Processo Seletivo - Vestibular";2006;"Formado";2014;"M"
"857055cb94c14aa857fdb60997a58ceca36c8bd763a68e680253a4f6d047cbb9da9b4e1c8b83aa6953c62fb30be19ee8ef8d8302812c27dd6c36ca724ceb46f851aa20a9c2262bf72b759a4f030caf1f7b1e814ea62adc007c707d3275f1f6b0c5c95b926e4d06c206dff851758fd9d9f154e6ed9c184df72f8c7af6d2e8a5ec312c744e429449b79db6445a9e10abec208340aa2b1908e28d30aeb167c5143834efafb7176256750381726415a84f6f4a107574817781b75701dc7f6e8902d2470ded7e9eadf6229bb9f1ca372adfb8cb14d1085a6ec9c62dd449b7c0d197c53e91fad7d5e88a1b7a791d4c4d14f61d880376381ce7ee16a2f71794bca6acab";"BAEC";2010;"1. Semestre";"BA010801";"DESENHO TECNICO I";4;8.8;"Aprovado com nota";60;"Processo Seletivo - Vestibular";2006;"Formado";2012;"M"
"8947c655570c23d4b0edae037fc0e931bdf66e58538ac88c965a155761e8e109f51b348611d3278b448f76e5372054897c7272a318c90f83487b72215084ce05ca057085fa8a54d5018ae60a6e7777e9f469175f875acf929a190f241868bde0cbacc610b2fad8359327256f6f6a0f2500525cf5e2a6866a8f5f6e65477bb6e050ecb5d2d357f04363209e1a081423a34834bcb5ee5d578b007c55e4b1ff06a89936b5cc9eb720241d32bca7de59ac85907f049886478c49e95be1b5750d0ba618f16e425452b303d2dad71bd4d423bd9f15a9e6ab99f66bf25b5301bd026de3c3df0c51357540df73cfae157a45abd0c210655dd9c1b5715a7537266a389d8e";"BAEC";2011;"1. Semestre";"BA010801";"DESENHO TECNICO I";4;0;"Reprovado por Frequência";60;"Processo Seletivo - Vestibular";2006;"Abandono";2013;"M"
"42f57d22fe85bd95c0139b4681302ab99a247bf807c0f5df19953fe1bd13af8ccc5b64cfcfa0c703b1134228d928067ff0b8ab4208465538a4b714669a6403f0da1bc5ea7ba0be2bdf498e72c15f3bad9c3d9256114dd146ec097a0c91c58db10be5562848b0702fef6c076fe03b046c575816efa26ce2b3267698e4a3f50e139a8795b687e53b1286f59c8ffece1300c3a9eb8e987e7718156066041f0bec6ae7df7994a8e261a55932db170827bb3eeea1bc820d6e5d20a87ff3e3c8717d00efcc0a62407c636704998a7c351c259a05058c95c5d8c8ff7d2dae5c8c6908141300836746111d8ecb8d1cfa958b9b3e46a3aa6693e92722cba7fa272475e8d0";"BAEC";2012;"2. Semestre";"BA010801";"DESENHO TECNICO I";4;0;"Reprovado por Frequência";60;"Processo Seletivo - Vestibular";2006;"Abandono";2013;"M"
"0fe9f3c6d68952e1c7f93178b42935c0193e4bd54477ba816d6dc9b38e6042baeb1a7a27e3fdbed6b4bd85217df91e90a3862daea144a92c749cdcdd3a0710defe9e8206cfab169fb82da3d42d33d909603265f42366f7a0c68a5e1e3ee6efd98a83d96dde8e4049a802536d35fec0553f32ef69acc54e04bf7ce5ceae7207b41971a16d60bebb621e35932c889d1c096bcbf7f7cb9b354206d1c058c1462b21ae8698218d321da9f032c51657efa387757f02de9e03640d5b2ca6890e52c47e28b8d0b83e229b283427bb8c557711dccbf5259d501658df9f21e15f7b12e9ba2722b8b0b6e3641f36f8db8c6754463c2d08cd29781c873a1688ab7441600af2";"BAEC";2009;"2. Semestre";"BA010801";"DESENHO TECNICO I";4;3.1;"Reprovado com nota";60;"Processo Seletivo - Vestibular";2006;"Desligamento";2014;"M"
"8db41cc220e7b09efee3b20ac62e1f4dbf75ecc7c04ca75fbb2ff8a31a4016babc3560f52f3cb8333f9fdc8909e12d753466d8d24bbe282886f5f139dd6c41a7bdddcbdb277f0661d52e0787236b577578fe6357faca1145e1297759964059785ceec34542808fe25c180c0aa7e123940cda0db138be47e95f3ea1568f0f075d8daf6667e2f75c2c47b4673779879624bb438d3c4294d4ed5d69a524634e98aa02af067ab7920afef6442fdc2483860fe8271572f8fa773a735fd46fe243d89f1f394106fb7b2a0b1a16d1730b398245a95e1ec021c5c9ff7d26c7cf9d101c3b889db4ef52037ed7a287b75c1bc9b8f7d590aa4eae12327f6e199167a61f0af6";"BAEC";2011;"2. Semestre";"BA010801";"DESENHO TECNICO I";4;7.3;"Aprovado com nota";60;"Processo Seletivo - Vestibular";2006;"Desligamento";2014;"M"
"16c5a1e725540b879c02ef4876c6735f69f15d7359a140dc40e843379a4cf8ce1226cfd55f3e5a4888a39cda1d75bb0980f5ce0e46ae6e515ac71f14e532c18da6788cd784bc18543bd4004460fab5e4351c7b02f613db464f7ff860831c805db71de2c217ab6ffe29d31be0380484e37cb20dcd0ce3762a1cbc1813706473ceb44eca3dfaee28696f724e8605fede247f28335ef266c0a56f0988828e4a21fc20d57de5e7ab6da9b47fc6f6087f8c4a666177eae105e663bd214bd70772da44e647b6bea5b3cb8575a796e73b740cee616c2e2f74f4057d8fbb0239a13b74c4b5ae32f2f49b0e62575bbe1a066706a78ebac4756cf727f12f43c60c343c8650";"BAEC";2008;"1. Semestre";"10801";"DESENHO TECNICO I";4;8.2;"Aprovado com nota";68;"Processo Seletivo - Vestibular";2006;"Formado";2012;"M"
"53105f9b2ea2dccb748b77b2885ca00ce0b66d162c3fb696a5d54ac65cafee85899e2bb59cf4b4f2e20e90d344c856c8319d67857f521e7b3600b6cb95b153517456fe41cf3e88b0da57cf41155709fbc08492a3670be041ea5fd168c80b3c893eeea31da0f40496069526877a25ccff0d7fc597a8385761d36b0c76908b5eb5800295d037419918d251d276872807a4636192e828e4f77ed79a8ab1ceb060da503e57111e48c2dbba5e38b26aec9351e7805eb391be3f49672d1970f30bdea75ea2f529359507943f198c6937158cbd887bd6f393f2ff8b23906caa09bfe3aef9e75e21241c6ff882ed1a62499e03482bce9fc23e429bb2e8451e8d9854ad8e";"BAEC";2011;"2. Semestre";"BA010801";"DESENHO TECNICO I";4;1e+06;"Dispensado sem nota";60;"Processo Seletivo - Vestibular";2006;"Formado";2012;"M"
"bec608fc3e69b38b9439c40a94b5f4948031eadf6734c3bb058b42f1ac1e1bcd9cfd06fc4e816f155acc993848d1ea2b9e1918219a2dd3f85889fd864c5d22d725dcfba7d3ab0459f74fd6065cd0e7434e176780ff3637fe1dc183f2e333979498e5c50be30d81f5e208e18e58246f25f7230a3311e729a69be7ae9a22b22aa18c86c2ccbfa19036588845bdc142faee472ed1777425058e6d0dd31645e83c504960ae557197c99a2a8d463c2d3abf0f1ad1e7ce351d15b3c2b17602b26e89885e6a564ec797bcc7aee2ef274738b85f7179fec4e49cbec98bb7544eb26957aa8263ad845dcbe1b8ac7b39c1db723a078c0d2e1387275055b238d86b74362e9f";"BAEC";2018;"1. Semestre";"BA017528";"DESENHO TECNICO I";4;9;"Aprovado com nota";NA;"Processo Seletivo - Vestibular";2006;"Aluno Regular";NA;"M"
"d2e70d91c4a16138752e88fdd332ecbda47a271e66656e4df8bcbab600eb72a27e94388fc7b4580b75eb2aae99fcd10c4644d7e16996c8522197c6c5ee3ad4ad19538a9911d0f108cceddeb3a5fb6458ecb8e88a09480634e3269d3c6a682a580ef96897f78ccf6dc50727878135c8baa8fae28faa15191e88a58aaf628b4b22ca591e89f57c938a0ee027b1fb519cf2bf972042e68d58541217e31a0a194918a6a01bd0df066bcf98a55a39876830cad803bc70bba7534d249ca31e10bac827a58758cfea21756ee5e172468a1cb0757e124684fcf71e2a1f79f0083c1542333b7830795bbdf79a9ceb6f707b6ebb7e51c2de065144026cd66c1341b9076b79";"BAEC";2010;"1. Semestre";"BA010801";"DESENHO TECNICO I";4;8.2;"Aprovado com nota";60;"Processo Seletivo - Vestibular";2006;"Formado";2011;"M"
"62d322699385073b6c86c176714b0bafa0a68f0373ae0ed17f717cbf6becbd8964b1394c98be9db8c4cc6fa5d4d633c50979bc0ede76b303a6ce46418bd04f392032368808652890804f00a5add7223c9191e16a48b818947b4969c3a276c284c85771307440397278715d94156d85be1169b286fad93b5c212e9628e7224449b216e03f057fd65119086c02b5f820b05b73f8c4c14007c541d8ed641b36046ca3e374ee3044e8a87dd3c0760ef1b3603d2a89578734af3f4814f126190434cf606ef7a1aea65d7b6a9ffeef72c0fd9cbef5093868cc480255aed214b72a30654ccf7a95d4bd5ffef7ddafacad92a2785df0c7069df59f3525aee60d4c041086";"BAEC";2009;"2. Semestre";"BA010801";"DESENHO TECNICO I";4;0;"Reprovado por Frequência";60;"Processo Seletivo - Vestibular";2006;"Abandono";2010;"F"
"b1cfcea2c052458546c7c0327b706b61451f3b635190f9a6fdd41d84f5e2f38e3896141205cf50936d8616b281a7a5dcfe803feee399c0bc7f320c414c8888e1186bdbbdef95a59c412931a5f5e003982f8f1ef88e83e05c8841c13fc230d3b5acddf31af39664e2481132a2011ded6cc8896657dd0cb1f16d67073634dcfcae71439954bde3d2a86eeaa729ea22349f266542944addd086509a348e2cd3083c7912023cf139ad7d2897d14527f4432e1eeaa70c01ddf65f12e6fc324f2680e5c74b57b92f092a7aa50a4aec3b753ab148f8cbb041e119237c134b01cd57860b0ce1ef025f268a60a4db01e096f8798bff77ebc6eec6adc9ce575029c446d461";"BAEC";2010;"1. Semestre";"BA010801";"DESENHO TECNICO I";4;1e+06;"Trancamento parcial";60;"Processo Seletivo - Vestibular";2006;"Transf. Interna Por Reopção de Curso";2011;"M"
"2b5eac73211e02d5c2728e141db5fbd06bf16540a1c97e203c4bcfe527a379ecdfc637635821c6df27a7a2cef50c268f05e6c38900827447c73b3abfa87865bf824047f2dbe48281d6cd4a9d2b7e76d89d48c50a4371dab7cd2bd5547132db5e5155a4bcc2d00f555695af596f5e09b420753a54ed6f325bfe4bb9e5eceff108638a242082fb9160afd935d9ed58be3340681e4420d878c02fb0215fcb56aee6c4e374fe16aede638179751a2059a53ffb6b781cfcb255575df33033373d338e05d3ce7b0cabf42b0e4e76ab89222bec1d16eeaafdbb00765e6dfd24ffb079677f73cd27552468c5e2fc9af2db2166291ec8c7bc35abefb06452a6f567805062";"BAEC";2011;"1. Semestre";"BA010801";"DESENHO TECNICO I";4;6.9;"Aprovado com nota";60;"Processo Seletivo - Vestibular";2006;"Transf. Interna Por Reopção de Curso";2011;"M"
"1e824c12b3d64055308441dc513888744cc67e44fc5617627feeb7786b624a84f24168a366a8a225cd6400d931707731b5315da44e553eb27725da024fae88ae09301fc0017e2b67b03da0524d8d2ef47e8bd89c77299a34fe746994368392448acf77dbcae6d1bc4d5daa82e1a13b40a8ea1c26ea6550c0ab442ec47ddaed24b815ab96c271144a318a13dc84699ce51ceb0ce36a666d06a581849a447b951e42c1a8ba834b8cf2d8aa1ad537dae88007108fc72a96b069e2a59cf03f658c803a7b0f820a802cbe078cb496d68822024bd15a79b193a8f7a6b22001dee9eceeccb5ec28b8558b3fc1291b00c549bb21cdb5149aeaca9bb91dc5a228cdb50424";"BAEC";2007;"1. Semestre";"10801";"DESENHO TECNICO I";4;0;"Trancamento parcial";68;"Processo Seletivo - Vestibular";2006;"Formado";2012;"M"
"5c7b2af16a89315d62179b81c98b4a988c2f9de6f19e0eed35f4da1e18d8858f0644f25e4dd797ed1c2572f940c971f8184f3702ebfc7fe05187779184cdf655248867326c65cd9b870c6ccfa32c209fdb3e86c840fd2ca3b150eb00b8fe0de93f5e82c56c157e9838b4c99916ebd4f6c0b6ff4c6269c99177315bbf296371fa83c3576dbefc6bfafa804586a9c558d49131ff35cf4b76b7efa416d8ac50b9d57b3002a919d9fbe189b0d742c248d6b1387780d1473c0b7c7b3422145e20135f4dcfd4f414ce189c66dd2f65d22d89d1060ab1bdd16c464b95752d14a6d2ab272b1226ef09f8845c51d4cc015031cec3f918bab9a0579c609749d5f804fb080a";"BAEC";2009;"2. Semestre";"BA010801";"DESENHO TECNICO I";4;9.3;"Aprovado com nota";60;"Processo Seletivo - Vestibular";2006;"Formado";2012;"M"
"7f808dcf881c1f73725ff97ab99cc9807f0ede808c0be243ae59cbcf1bffa3fa34d04a25f5ebe093d0b27a3e747608033c00379b421d09a621d938b37ab4bb598a98a306cde5429f3e650873df42ace74318938bd4cf312b755b0e02b1e63f838434503a197c9dba4e7efe87a6c8d9cb7e2a4b513eba823a2f43939f65c2773722b9b3af37fc04dd6d5f418eec8e4dec1c7b07b1207bfe89fa6444d89ad9850b6e0f1ba79b8d2f1f4eb3b508ee927bcd94bcbf11327b9d5d5a29d5179941f97455681c2e5f2997d68e7ce948ebffad6b0574df9c528406520847f12b80e71d80655ad1f742d1884a5fda2a3783e5b8c3e24f00ddc075f96aa3b4fb8f7c822ac3";"BAEC";2007;"2. Semestre";"10801";"DESENHO TECNICO I";4;7.6;"Aprovado com nota";68;"Transf. Interna Por Reopção de Curso";2009;"Formado";2014;"M"
