código;componente.curricular;ano.periodo;turma;carga.horária;ch.teórica;ch.prática;ch.semipresencial;ch.outros;matricula;curso;faltas;nota;situação
10803;010803-DESENHO TECNICO II;2008 / 1. Semestre;EA11;68;0;68;0;0;31f167bb057e5ce5aca0b7ffb6ef09dd150be4c911e100a51a8de6f6c579fd20a7ba4204adad9594c53288e2d3e26259f9f10e0c4b08e379e666202b2a45b8f7d0a582d7dd07ea71874fa0cadb57607d7effc7252b7e7a9d59cf16b0e473780be5c9955752de9ec10eb09b83090aacf401d1f20a21b81db7f536e90a237fb7c4cca9009ea7648ba8bb0b7b88a823f41324fed5ea807636bfc8cd4a32d8796b0d3d6a245a8d0568b4eabf37151ecb6989a13e2ae4e835254a67a5d9fa635bc9637b0869a4172163a2f6b91f2da33855e3c38f54615d082bc8f22b83036908247de3c6607454b920ced74cc4d5445418ffdee6d8050794e9210f2848496905fec0;BAEA;4;8.85;Aprovado com nota
10803;010803-DESENHO TECNICO II;2008 / 1. Semestre;EA11;68;0;68;0;0;7a1ef267db3cf0e7a059c2261233f891f5ed0ecb7aa3002d5c9ad4ffffee9d8c0935e28dc4a3d5884ad94a9d4936e052ba8881e920dd713850ab5a4023469c8870c50530c14fc493157411060cee949d3008949cd556346356718006164be776ce4a05237b295b9f4218ad9351557912ee69ebedc03279b88dbca847162d59f277e10c28b0d07b8435e63495e4683ffa5d8c920168cd266f99b106bdc7632a857de372f13691223b9a67334a0f6ce3475267edea64e710254e2aba037371ab958e20aa9ce1aebf505cbf18571ee4fbcec15b0af70486210828cddb8f81d7effd0c934969fd4a8014a7a3e0028bc4718a6c5b4cc25388c61cb231a15134bd2e12;BAEA;0;8.45;Aprovado com nota
10803;010803-DESENHO TECNICO II;2008 / 1. Semestre;EA11;68;0;68;0;0;137fd9431c97bf0b155c46d8e3b489f31e4c6df556cf17c1ff37e49d72618118146b65e279b9312c8f9eded603273f82aecf46a3ab50d89e2e0a627cbcd0a4ab7e891356612b4697206b56a247060eadd20691a6e824133a051a97341b3fb48c6b736ef2e2ecafe8e9e5d9a56c69a6c84a1b348f3d42a9fc2a84b62c9d5b6f20993de589df2eea82a7dedacd7aa77846e52edd1a26344e5b56b0d369c94d2fb369d9bfc8839856556790eb9aec50d291799f4e4d8d5898f23a67cd25079f6bc5a7e94a6f5ff35e3ef24eeb535140494012e0f5cd72075447a207d8100f523aad58a5ce65189f1649860b35682e5e95a5e52e941c36ac57aefdf584a762d6ad2e;BAEA;8;7;Aprovado com nota
10803;010803-DESENHO TECNICO II;2008 / 1. Semestre;EA11;68;0;68;0;0;cb5468671f4937cc00ed0d76e151174306b0ccd2479cb9d9d98211d88bafd942dc2fae85b7039b7b07c29d09a146241c71692a4f0a7fcd4e6012130dc8e53625570101e9785fa39758c43bdbaad0e6e947fa8e463071b4ce522266a76c7914f510f15e28089329c651035f86c706c8720551dc9cdb9be4f3baca54c7187f247c11accb21e957d0414ea149369f1985c8258c15fee191ef3974856617da8fbdca41f5002346835ec32bad1592947f88cadfa2c9962c72329667543ba97172c814c738e71a22f4b7ce66c3bb21fa25b4b1f0a5ed6c710436e6ee29f33db290a44e534616c62454f5205a80548c986eaf7ef4cabd5074ac2b1a5d45f7a16c1e6580;BAEA;4;8.9;Aprovado com nota
10803;010803-DESENHO TECNICO II;2008 / 1. Semestre;EA11;68;0;68;0;0;25005bf8147bf19cc3cc7d35326302e33be00fa476dd46ae6d66adfe418148dc9cc8a6bfef4598429b7db6919798d4cb48e7d2d37f1388d9132ac1263b5927385a543a49df832c982c471c9d61503060243eb4d904dd459bb131b2613048b03370ee985c8f6b293834f182643e34bb241b928b872fbec1eac2a5d9ab684961321c03418a439eae970bba777a39c2b29e65f45cbd406cf39c2c9d2f6da6928a3138590dad6bd2818e4590df8477b9e13c613311b0b6180b1cf6a037c995ebbeb6c126c4ef79a5abd0a9388ce47ca388ec115ebb6cdb96afb4c1d5b1adbcbe4ed126173cf9c851b42d1de5e2230b9ce7111864f8167c52b5a72df8674200600c45;BAEE-2010;8;7;Aprovado com nota
10803;010803-DESENHO TECNICO II;2008 / 1. Semestre;EA11;68;0;68;0;0;d074eb3bb97dd44e0bede545213c9b8f580281eb632df0c0263c6049a16a5eda9679ee11b8f9e203ab25c341fe5151521d9fd78b79bd8a3b4f513085f48246bee4c9eb6fea5a753f6e46e86d7ea99aafc46f58ccf2b66d5a63d46f427dc2e7fdc9ffdafdd8814a82173bfbfc0c31d5ed003d819dd27d6c7f323088f921bd674e13701ec67f0074616b4a40783788eba5b075ad5e43683a87f2ba9b3486dc75982d7f9083c71efd16e1d2663fad579b22dc6b9380ee13f6e643ffeffc2d4e05ab7df3af118df5b2433e71ee65f0c0e2f2b583359e4e0f31ef8c031461c3464308fd70763715ca7f986f03147d6f7147fdb8984d5f88560b9c1b10c02c3abb3584;BAEA;NA;NA;Trancamento parcial
10803;010803-DESENHO TECNICO II;2008 / 1. Semestre;EA11;68;0;68;0;0;b48e3160f52e7eddf723c257fdda8ad8bd6c0447f36284043c3d22a96c9766ea5584a35f21752bdee975ff4f040ff2eb2b85fcb8f5c665469feb44907cc57c6359e41144d480a420c4f4360219890b3277db188c7ac52bd4a936f47097c8099e5a48decf8bed7f2d72dcefec12cf38fa25d6cfe12dccdd0db5ebfb26eeb91db20cece250bdbc30b91e1d6d4b0a89d958334bd249723b3631e4667d564c43cc2b7232ddfa15bc4bc8b192e8508e3c34641dfc182f5ca094bd56268e8e6335f88bf22e0b022abd7613665a6d23a90d8860819c4d4b1a1f97561ac6cdedafb54b0d82eeff8e92c16fd9af5963f1fc8a8a23569dc4f25d996f1df235e9ae09e82251;BAEA;0;7.4;Aprovado com nota
10803;010803-DESENHO TECNICO II;2008 / 1. Semestre;EA11;68;0;68;0;0;577172f25830fba51605ec01306b41b4d0f94d81c96ad51350ef3a1266b4992284fc8f20f5c88f459836b6336661baffa0966cbba59cb36d8e9cc819567b7f4c750aa2be666ccbd24f794ff7e05faf955fea819771b427706fa0c216d41011d8af5a9928615c72bba6afca9c194d4e705f3c065606a5d4c202f6c87a05d247d978a1dc2e7cbd5a6b3318534723d609a163c3c2ac248bbab6a53664c7600eb0c54ef1e61551010c8a43a3882fe1f1218beffee6e5936746a1b2b1e9c0f72ef9ccad2f7602feb0e27305341fadc2789a981a7d345ab02276da1143653355958ee2739d48694db0672a923d82d704d112c05b555bea9eabd289dd7f3f0733f09ec9;BAEE-2010;4;7.6;Aprovado com nota
10803;010803-DESENHO TECNICO II;2008 / 1. Semestre;EA11;68;0;68;0;0;41d3b0cac62d91cba887db36d5cc2bda29c6b7dcc7025e998086946015f035f71dc155ee44d4daa628dd3b23f2532167da144451dbd73783a62763c4d0c6c92bdaa3f306bd4fcc308921dae1783fe624c9628d8acd310b6676765336209f380cb73213076af993d6f4717f70ec371a3cadd57f732282245b86294172e9decaf0f6986e0c182ed46e4f12fe9730bc1a8b84397c4ddad45c7fba7bce3a44f9cf806bfa0f1d59e989395f5d407bd68e39c30f137bba2d8e5028e265b8ef1a8328bb5fb172398e7c35bb6af25ded10981f720b115cfb7d8684e0cdd38c8265575a77c27c7ad7cf1dac933ed6c3732347b1e7f31826374b4af2735ae71205b7563950;BAEA;4;7.55;Aprovado com nota
10803;010803-DESENHO TECNICO II;2008 / 1. Semestre;EA11;68;0;68;0;0;70e1e47eb6e9be7affbb0a962db8435b93f7a69d3e1a628a3f7d271fff6b4624d21c544ce74941892baf1328fcb34e318e2ec322318284611bc3226760646dd0f68b6531c978e18994753da6df780872839f36e0b18355350a6ce3c8f308e4f0e5d29187381b84a10842d7e5baa2db5ee3aba689c7adda4606fbb1b5e7b590722885a7cb30c5c8942bc8e277548a4bc0747791bf702ebe927b88dfbe738e47cc719cb52d793ca4de209bf708581c9c14450ed19260842eb3e0946adecc1cefa079b92c10a5a8c6a2a7b6cebd49e4e287abe0b82f752d33239041939a97059aa7e50c4b011ab8e6363afeaa369afa15400cbd9e7c8f925fb941001990af1e7bb0;BAEA;4;8.2;Aprovado com nota
10803;010803-DESENHO TECNICO II;2008 / 1. Semestre;EA11;68;0;68;0;0;07256235e43e0a2a568b4bf8b0f316ec0c0e68e5c91b690346f13d35f91a74d4ad4aa643c9666630f7017b7952af701544cecc6a030811126bf2d401d5f1aafcbcf973dd121fab93b5d0de203e1841efe5c117c5cb0467a3e4ac36cca2a86d069d9d4143ca3c38f1be9e6e00efa4ea82bf7dd38eacc268ed7f595890f68d5097ff5326a62a3151b08b35b54489cf107a2ae9ea95389d476a89b0920665cc2890b3794e9d255341accdfaeb3828cdb9059940a4cdb871ffd3148e4f8c040e7f216267493ea2016eb27b00f47b2c7162e6ea8763d231dda8f14499e5802e878e95f77ce735ea19daf0caee3671eef84975171abad44f0aad8ce15996e503dbf199;BAEP;0;8.9;Aprovado com nota
10803;010803-DESENHO TECNICO II;2008 / 1. Semestre;EA11;68;0;68;0;0;1788e9714359953e07150b1b9166270730e486faa3fc59da17f62faa961413c60d17597a3f0d5e1c58c9fb3de2b1dda2a67a7455ad6aec0201343546af9dc9f64802615b74a0c751ca595aee20919739835b5d4af919beded60b9a34ae74c12db8fbb263fae370e56da8017b46dfc232c2a6806177ee53f9b962cf2151e6b8cf7293361041e95aa563b47fc24530697b7af2ba2fbf0326885efa660c3d17c14ec4d58d9277daff0ae50c5dbc77890184ded1e36ad6f3981fa22043b508ce343076147aff423385f0a6c8c4162ffed6563beeee220686a3507b003c064790d26f02665a81d91c4811ba510633b70195d413887878d5f669d8db31a61b920278c1;BAEA;0;7;Aprovado com nota
10803;010803-DESENHO TECNICO II;2008 / 1. Semestre;EA11;68;0;68;0;0;07c9186371f4beaede1db32b0dbf84252ccdfd07fa694a8c45ca8df606f5cb441da84c1811602e0603d1f580ddc9d8dc83c03b1226b0ca7fc0e1c33fccdddbdeaed3af4b3c84b0ea745f86e177ab21a8740fadae7af096295d22675e7c77fa4c481ebdf82f124d4e4382d217e58c855b85e88ac4a8150f9026296b14cb6737d624158818d4b3e3d7f63ce8829b282016be216b98bf75a147ceb18449f72473a29cd4af6a54b62572e74d01895ea4fec8758919411934999a4677f8180e2b72c8b317720ad02dfda70e9dafbe57d55404af5ca0fd55128b2a480894a0aa0922d6fdf9110c8cb39321385498d0937191b878c75a200c4656f486833ed0ea28c3ad;BAEA;0;7;Aprovado com nota
10803;010803-DESENHO TECNICO II;2008 / 1. Semestre;EA11;68;0;68;0;0;2ea0a8ad844d673e6acdb1837babfa9df7e2a46f40abfa43972d796ae1b63576fede1cf88fbc957ace13e4bffa6d8a718fe8486b28878ec076832583389598f9bd8ff48ea5ab8772767f6c22171d60438b3afbf2863bc02b0db7b4376e748636ed481b166a98b09400b3c44b20a400e4b772c082b9f7141433dd9c3ebf8f2af5385101db6bf29f4c496ec234e774c502e9af8507352a1c36e0769f3d605a0b7354bd589c118b199b70eda308cbd9688bb820c8b4533f1f1c91bf4e5a17c599d1cf6a0a9ca84d5998397616d771063d77c7bc441f24cab22c3c30201dd680e41274b7285dd043c49b1da29c78e24386d53074448917c639204815521d254190d4;BAEA;60;0;Reprovado por Frequência
10803;010803-DESENHO TECNICO II;2008 / 1. Semestre;EA11;68;0;68;0;0;2fcd530a9e531f858dcac671d5e73a84bf923a36cb065094b711bd6ac055ad2b5fc62609ad4bd2becea0fc1da8d4f2595bcad440f0502e2d183cc774c142cd2ed2cc7774e124eaf12060307ad26ff7bb20bed5c4f7dd05241149483bd13e7af8f3cabcd265d71299c6b6cb89669dc77c0832dc39177db911e5392914cd990ccf5849fc2035f51cf550d0ed038601bd9c7dd7685e251fb349c2bb86f21f3dc75e686946c355ce86cdef2941d31648900808828ea5f4daacee98a1ab1d1fd8f88756e86c04d24dadca9896cf67db4ae6ae9fa23399ee444cdea310d3710fa6f1b59eba4e594188109b2c211b277c6addac901b5d35677a1ba37965d3c374936b0f;BAEA;0;9.5;Aprovado com nota
10803;010803-DESENHO TECNICO II;2008 / 1. Semestre;EA11;68;0;68;0;0;5380e0ce4e915124f2853f8da17c0e050947f6e649ee2ecb2264710a0c7e1d3bbde6249a1fa18749a253cd8469715705ede558e39f7c3daba4835305881865155bb9bf71c4584c9b3b7f250fa56b00b23b882595ac4d12a2a847013733c1f0dc5f75047c01505045e76373aaa40e70a8b2704798a9e520eb0404f7448af516b8e97eaf10b013ce1a21aebeb0d0c724305be69e74fa8d3a1261bdfb6b2eb792abed3cb6bfa6b7e3deffbc4f34992a4b6958358000fa43a4ce7f6afefd0d9860f973ced2b5157f606b8afb5dd459e0681219179c745b7d2630d62f8b01384f21ee1b0c15f436c9bd3d0a3740690fdf0fae112afeca8eddc698d6c77a0db242cc10;BAEA;0;7.5;Aprovado com nota
10803;010803-DESENHO TECNICO II;2008 / 1. Semestre;EA11;68;0;68;0;0;e41d1c132ea879bec21f44f2c82cab256dd21a212c4f328f840ee4ed4809faf9629d5786722597ba51b055db24d5646fdb0c3ed858bb7a7ce903707c2a63c31a579f55cbe4741a74a2c8b45f5dece46909d9faf7c4d7107c5a9778ece57666bfe674901b7bdf5cf017dc49475cf5e3e88b2f5ae37a3ecd89a5602e12ae7ad108555bd451ad5ed87ef4559174aa7813eca57087a1c7c5be5621acc7fa861720a4b98350a24dd652f73a20cae4c17e99e0a7ad923c76e59bbaf60f09f018da75e060aa67fb9f29623f96ef7bd7578e5a6a1ad5854afd021101ee6aee61218855bb2fbb337d73d0b5ed5acde1f1b66eca15f591004d210a636d3be1fc4fc29c638a;BAEE-2010;8;7.85;Aprovado com nota
10803;010803-DESENHO TECNICO II;2008 / 1. Semestre;EA11;68;0;68;0;0;9ae5ff79ab4f628b2928b9fdc22793da5186b6510117b3a43dcf73238b5601ddbf51b7b39e3aad74f482c3f2506b59ccb9e3087dd7baa7894a7e606571ca233bedd58c4848a2569c4928ab5187748f3d2f2c96faacc59688cf2ae6de61e9747e9771807770e002be3d93bfcbe6f0b697c2bfee87904a7b6eaf554268b621a0c27bf877cf0b6ebcdf3643fb0dca1ea67ccc365420e536d865c30f5b4a7c8b72d0788749e2c1704ea93d9705fdcad90de0bffefb3fe01b12129bd9643ae9ee4c068c0129dc7e442f380012b6977cc11ecb314e45a1247e0cde61cd6bb7453de96ff1a2fb1a942b3ee28de1fc12f9fd47178a5fd444234820592070d884e251f69c;BAEA;68;0;Reprovado por Frequência
10803;010803-DESENHO TECNICO II;2008 / 1. Semestre;EA11;68;0;68;0;0;4fbd6e94c40d9d1bc52662d17f1d3ace00fb3208720c63bc987d5cadb39bf8eee8767c33380c002be9ea243ea5ab801be8da72f8198ad0718340b7e937610fe6188273787557892c14c00465bdea9772a7d4ce3c236a7693153f822c4e5aebffd86061e8169798fe2a8a71075651fa7f828d5cbeaf7d6246546bd4102cef5fde927c27fdc6e6787447cae9cf864b884e009c1133022a182c5170533705f49030a868635472909ddc521a25d0572be6278129f50a6743c4a1070700a8a79148c78fe8101cd83b6ca58bb3b0a901c9e908ebae77ee2220f633c7a911d56a0d52b9c60e1267bd55e33dc71f01e68882a059d7ecd53f5882b8a2789c3453c4a7ac77;BAEA;0;8.8;Aprovado com nota
10803;010803-DESENHO TECNICO II;2008 / 1. Semestre;EA11;68;0;68;0;0;d59fc137a43a454b5721d2f931ecc978dcc8d111f114f504e6ced31248f8609cd0dbfe9f5f09fbae1f5b3b0d59d10edcf91603cab027ddcc06bebc688587f78ceaa621996e3126f13e60622687181bc0062dd45a01f951dd45ada6dda9dc5de7d653d1777be9695d787f92ecfcec35de6335b39d0fecea75956a1e282ef89344d2cc73c2fe95fc0815a9c3ddde79ae478a5c53065de5f3ececa93f0434fb86f8e2122daacc11203ea4d3ee5bde744aa7411ffbb9d67aaef5aafdb53ecaa620ec77befba7572a6043148d92e9292a8accb5f8b6674a5809661035ee973679b8941dbb8a11ace22bbba56b9fc36f7c829b4900c3174fc523e496dd2b5c0a1ab48a;BAEA;0;7;Aprovado com nota
10803;010803-DESENHO TECNICO II;2008 / 1. Semestre;EA11;68;0;68;0;0;d1437162c9a0e9645f2f890e47c63ddfe4e0246a3b73da8ca517a219cf5df276e8a1b7afa44a8f9e10edfc49a2f89bfe8c3aa08cc8e62b496def81da15f87ad9437edaf5e124f6149a57b60cffea8d0e71d50c0b79d926611bf73d1b2676b06df233010f4f3ea766257903f62b1b37bdd0d720b2a721843ab81d42824af7d29f6967ef36fc770cb507b5bbe108bad4bbe551564d61966710bf182fed379f812c40fc8a2d2dab3f9b80d1e14b3a4edb5d7ee5605764ffa58db05cd68a2c34659574bcea224440008603864701498cc132a254a77ce4b97b8862a28add0d9a502bbebb4548a03ed6ccd583881f7466d94e6295cb6395dfdca751ff21ee65e51ee6;BAEE-2010;0;7.2;Aprovado com nota
10803;010803-DESENHO TECNICO II;2008 / 1. Semestre;EA11;68;0;68;0;0;beeba8a9804758125f37d2b95e531eb2eab1104c71e15bdcd254c2a0a85bba52031f5dc3a5c7a21b1dcd1f0dd680f680cbe177a5f74ae9d2d928b3f2c5746c1ef6cc71bf5f3d7864896878cccb9fb47b17dc8d29b145638b4cef3d87d614fb7a430784634a60eb2f5e80113a7b810f476ce85e1dd53c53ee0803eabb6c109f6783d9ef437412d44eafeb82718ba9483c67586e9d9c9b1926fa0c95a7cd750af2000393a4bf64e1898e3ce79bd19c24172dcde9997d97b5c160208d1e07dfa4dbb442e641c6905ba328727c417beb4ac94485d6899e94cee3b9569f6e750ccbb00d7960e7cf73f3a3eb5227a51c454d3e2666991a641dc259b6afda594e7d848a;BAEE-2010;0;10;Aprovado com nota
10803;010803-DESENHO TECNICO II;2008 / 1. Semestre;EA11;68;0;68;0;0;a72c00c8f7ef3af0be9893aac483e15d0bcad8ba43471bfc8d1479555cbeb14146029b05e29aabbc9102cd2ad30dfc5a439e896f28e155c710f256087b6761a674ed4cd5cf980900fac5a3747b77b5063bf0d4d0345607ffc1cdd344ed844fe164b0859b0419b88f59373ae20308eb695624f2a7e5cd8b3a942a076b524074f0609ffa358f5998459828fcba8a9f79700ee209f72af65f7bc7c42a1b4e25cbb49985c2f1b2981af551c91b35de7572df5a7a8c84e9d198389c962e214798b6633a01956cca494aa72426124ce41a2143003bb86198e85e0669df9055bc553177b0d2eabb7ed5758582a74f68f4a910a0fea52a29d4e9d415968c7200e81a41f8;BAEA;8;7;Aprovado com nota
10801;010801-DESENHO TECNICO I;2008 / 1. Semestre;EE11;68;0;68;0;0;50e87803d2f64253a21975fb96358aabba893cff96ac5670692eab256148cecd63efb8f780b6d1b30c9a454ed28ef2556a82807a1348b1c2ee6be1cf07eac9491477d96b9794dfa1ca1f64ce7e737a8c90977b547fbfa1092c4efb62d8147eb4ebdd3c38a43e233cad590c6ade784525175b0aad6f583a7bcf585a06e5e49d67b0751601a216eedc7ecad1e90204bf51e5c0b4ccabcdb49783437f9a695a1eccc4b176cd80b1f0cf81619c661a9b17395e959e4c86197b4667eaa7cfad63fecc07d857fcd30049393f5d2987fc79db27cfb73a8978a4d0b4babf2dbd89d85a677976ddb5121b29dfb6a20137e4de0c2a51256849ba422b9dfe3d7c63e6e7b8af;BAEE-2010;4;7.1;Aprovado com nota
10801;010801-DESENHO TECNICO I;2008 / 1. Semestre;EE11;68;0;68;0;0;edd5329cd8f3e5702a8a505d18011a628ba5efe4d52cfb47f01914b0344d8f0ad003ee5afff5111d79e893134e60188b239b02b31eff87d3835f30b6dd96830c93d26e10652625d2a25a7f850fab5a57f4af82a1df25e6532f855ad2a73f4561f072062490915b27245e9a2c5896dd9a33f4aa32b9e2e6eb17c0f753e2bc35cc88da7de26f0cd7cd21d26405c74ab464e930fcd8ded62350445f47befaecedb35402562c1efc34ebad94a3bdeb5c2893fe6ce9cd1dfb4bb3c7b7c40a25a9a5f9d897cd9c56893127601086ce59538fc8956ed0ca29f0d66c306f61bd1be727d4af842b9e570687a3c66b40a0e0e68d7f42bf6f89f1211ce72c34a78fb8ec3351;BAEE-2010;12;5.9;Aprovado com nota
10801;010801-DESENHO TECNICO I;2008 / 1. Semestre;EE11;68;0;68;0;0;de706e06c9c227e9bf60ae936801274703b0e26df18b224d83a4c47c16a2dfc3a93fd091075ae182c6c2ebf79300a8672f7692bf0bf9a2eb866655f0272ea23a0bee4b6aa3302dd17e0efd01244ddd936a1b71e1078495231cc4e98af43409a0ed4abdd9e699cdcc07fb755f96078e8deac7a82bdc5c994dfc07f36bcb33f481bb34327d574d7656726accf50875d2fd071338259421ae00336e313df2cca2b827b995ce19bca7ef3163335fae0462d120eb28871fae737cc2bfaf8ce7c976e42d3f0f5f442ea4caa29f2b7b8714160442e86d34cf2e686c9636d52ac3e651e398fee752b8173171226e15dfd4dfae126df8e7203545bbc90ce15784842d3d77;BAEE-2010;0;8;Aprovado com nota
10801;010801-DESENHO TECNICO I;2008 / 1. Semestre;EE11;68;0;68;0;0;c469949ed2177fc451fe36d178fb9d1f4382be02d373c627107f8642fa260ab1c37b44970ce232d5c331a52ecc33a4831a08ef1a09e8c44d1e69246a10fa20eeeda1055c42aa09221f4e59cfdd955cd1d646d37b4c12692c81fcca407086f71c3972cc7b764e6da31bc99877426cdfff212d221af702b1dc72bee2347e98832dadcc6e4eea7f11f962a7e5ada6d301626904b6dae4db1bcbd79cc67101b7d8ab22e6d72aa34560db15aac003d8fed8a107d75d68ad88f1291ec77e195636938ed51c1d33df2994ed2a91c732fcd3470370162642d20de26fb33ba1ece1a9dc34029e8ee2ba4076af0d31922fe835ea3ad9342593061ba5dc6a73ce4e16cc184d;BAEE-2010;0;8;Aprovado com nota
10801;010801-DESENHO TECNICO I;2008 / 1. Semestre;EE11;68;0;68;0;0;0b4d682ddc39d14e1815e83a1a58cb775e9bf500b33097e486bbb85ffe3e9a3872343d184cdbb750f7a6b6343816b8fda23c6b9ceac805903c6848f3c55a75dc61f9e090a96248c4bff092ce42b02afb00d0165867deae772d0b1a0d0f0683bc609b72c875d3c371455c9b3acc1fd497ea23ddb784d173798657435e25feae9c7b666f68b782d0ea608ed52b7a7f22911d0e6eaa1839c7be74b6fee2fa181f366d906c4446270f5c978afff1621dc4829f5a8cf888f52d25ad9c80b2639e3764dd2ed0ef5e66da1d25022a7aabe79bc399e1de1a788f92c0d3a131a488002c855c0ae828b2cf0aac7aa096da535ff83f7ef533ffa1ed1f4fe0768193095cc9f3;BAEE-2010;4;7.05;Aprovado com nota
10801;010801-DESENHO TECNICO I;2008 / 1. Semestre;EE11;68;0;68;0;0;36ac8ff3f36bc1ec5dfca95c6728ac901995bbea531081025d1a444c4deb82dc64dee9dfde7ceefbe536bc5fc929166af1c6114500f09dec11d3335e0c288acb52481ff0dd06d90be05babb081dc8b32db39c03a00fbc81b9dd40b17a383b876bd7ef465a11cb4bfb4dff8d140b74cf69a74cde6d163cf623da7e5495f80edd7078b2a2073a0d7dc74f8d8e258f2e379fa915e242c4794355fc59ca1a6a69ea830951d7a28fe3363d26d5b3aedbc8c194a2484a3a7e0b636abb75c1c4238e98de6b8164efd0ec95831b27c598c724eaec1726092084e5ea5d957d350e77fc7ceea9c6846a72eeb7197018bfb237b04fc4f617f09ad2c8425a65af44a0f3c322d;BAEE-2010;12;8.15;Aprovado com nota
10801;010801-DESENHO TECNICO I;2008 / 1. Semestre;EE11;68;0;68;0;0;1bec6265a81121127dd392c3b64a376f4451e8dd38d243d48757c40c6b09caa15e6d00b7c23543808357ff7a9dac550c2e5ce1416c56bf06aa1538e931e4c6e7f19f413db644c74c0294e2c4d5098613193058cb5fcb790b923ad8cd3d617a6f1e44fb18765cf204e2fb3233b3efb049cf1e6abfb40c8d2e2fc442fc723053850731bd3044431d307ccdad60b3a3ede09ad3ad4c117773d993059dafff25da52a7bb4c83e51ea066ad29898942bed562912e1d3300fbc523f4a280bbbdec20358aee0f5642605268cffdb251fea011c9f8327c04b712eb7d7531133c7cb31b945c5ce06e7762ba7b9b28e5e3a8c3f2f507071789d8dd2f56030761b8aa710859;BAEE-2010;0;3.8;Reprovado com nota
10801;010801-DESENHO TECNICO I;2008 / 1. Semestre;EE11;68;0;68;0;0;6f513dc51b3952337d798d5746b9b1ba75568554ef5e552e5fb513056c26ecf6e84918bd0254865f4060ab74a7ef898753dd3d26b2960042e4cd3b98aeb7d499d0269cb2278388cab0069f068c5b8cfa4a48a96ab0d885e12d3a497e2c19fa7fc5626188cf7c59faf4e407bcdd835a0053781c6fb3523d93867c4f64ccef6fc723991256b4fded1d4c8ae2f60cea17a34db815c65544b8c1edb5131bb51314e3a493de93f3221004f0027ad1f18a814aa06796b0b22211219f4388bd1fefb7485bba1cec12e3756727b0e6b156c17f969073366af7d8f07f441b6842089aebd39e10bc629278aa5d68cfa3a55fbc18cfba72595dec7b59075bcabdee76dfdcc9;BAEE-2010;68;0;Reprovado por Frequência
10801;010801-DESENHO TECNICO I;2008 / 1. Semestre;EE11;68;0;68;0;0;2503e6542c8cdbbeb0a2d1aaf3dbd0f6d2193557d251d65f0ff1d6ba8d64baca66effa6dbb7bcd137e81c760219295ddc02d770ec9fa0a611e46fef678bedda5b1bab8b3dc52f4fc666e5a7b6521d7b54c59a4ea245d2d125a8917d4b6f01fd0ee6bfc4bc0735ba8432df320f8a95f76c9d87e86d6b619d2b4403ca6a1ccd204eb6a9db56b8e25a7bdaddbc2debd4758275f6f50b2dd8a77f8136e99416fb4eb00b6ae4d6e14e62fb7ad025ecde711b4da86272404b25a8fb3d2a7b1fa0b34cb8678d985b5f9affd93d52b4c4f93906b27752daa255be295e1571f84cd5d0579837df7db7a583b7124747df08f6b45e4865516066aeafaa23fe3408da0e3d473;BAEE-2010;0;10;Aprovado com nota
10801;010801-DESENHO TECNICO I;2008 / 1. Semestre;EE11;68;0;68;0;0;332ca79960ed54875ab131e3583c4523ad4ec3ad402f1b231bca95f089d824abf3a95b29e4359d02542757c4408eea6418a8dc14a4351a93dd67d9eb226381987c9de153867d3868772786b727d1b1880de86265430e5da9b2edfa500d63688fa0ef9e23ae8c1da9446927ed72c0660b770da85ab800778ee091fbcd8aed2703dd24b27e7d8636662083175158da1348ce656d21980745c823fe1ab8a467e95d9cff40180df2047cccb996ec8f131002ee25386d7c159466d5e4d562456de7e86f3864c8a2f8b70d8634845b5560e8ec08399e9016bfa0f85158cd9fa75b2e62a4abb0c04af7f87adbb30d035f688861d5544405f478a2a969fbd87d09036068;BAEE-2010;0;6.5;Aprovado com nota
10801;010801-DESENHO TECNICO I;2008 / 1. Semestre;EE11;68;0;68;0;0;8fe9ead372e75a2e3e4c906501aa28d79002d37df4e149e9395eefa0330220b05f2b57faf379e864e7309fe12b2923eeb8ae12f2e40f7d941dc22788fe896de411c9a0310a622ef61e87830605de3c2f882a10b1ec60888e7f4f08a98437819fc6ba48d922204adfcac0fb0bc304ec74ac57922367bafc481db551d136a4f3a51649a6f201104ae09c58fd0bf37d9c4de2e9132f12d9581aef93e933c0cb9baca160ba966e32322662ebacd8f99fdba01ec9deca950443107b2fb3f77027f9468bcc34591034b6d3fbd4c3a286ddf0b8883a397086615367bc937eba10bdf33cbac1ab0643939b4edad20008644093ed3d9d3666b5296c09a3d1f9cdf9682b77;BAEE-2010;4;8.15;Aprovado com nota
