"MATR_ALUNO";"COD_CURSO";"ANO";"PERIODO";"COD_ATIV_CURRIC";"NOME_ATIV_CURRIC";"CREDITOS";"MEDIA_FINAL";"DESCR_SITUACAO";"ID_CURSO_ALUNO";"TOTAL_CARGA_HORARIA";"FORMA_INGRESSO";"ANO_INGRESSO";"FORMA_EVASAO";"ANO_EVASAO";"SEXO"
"a733fcb7c256369e6e1d7dd357acb25070d1e2968327a94aa2e40302bd47810efdb680fe07bb4624290e803d80c3e99126810a7b66c469b72e3472f68636c9e284ea1d2579b7fd771f6d59e55fb326656a788ac72aeda092f1e5570792dbcb46146c3ea86c4f3651c40c0e87817907691cd5242deaea6f6ab6d8b252b01877d091ad83416a9e2b1aaca7e41b01d1446332a92e1711a1c68771a67421833db267bed45c4c0d1c6618640212820ee0ceec7f4d1e2caa41837eaba65d8985aa86a80c3b1e666b66ea3139099b562d8a1211a3f8a347fcfceb8d66fdfa2fa2eb04684329159118efcfb1b93a65ab4a3e5e7ebde2f882cbb25d9c469ac602be458e7f";"BAEA";2011;"2. Semestre";"BA010801";"DESENHO TECNICO I";4;7.7;"Aprovado com nota";210140;60;"ENEM - Exame Nacional do Ensino Médio";2011;"Formado";2017;"F"
"9c415c77c8bfd2231a30df8d888c9c4ffbe4670223d3a4d2cbb4dec21612a73c1aa91e947fdfd9f3396451add4025ec5c9ab74e4efac8324f8350a4a860e4c1985c454313378a17eb76cc159b5c3b3a42ce0bf4be2394ea6bbda2a8988553820ee3cbc47a32a261d6b8962428be7738cdb80f47cbe60cba755e56b6317ecb569decc54342ba3cb77790141b003b5d667fc4705ea07cb92713deb85b16cd9aad1a232de93a7b4ebce79bfa792dfbadb0832bcd6c18184cfd668a4eaae90fb5d6d03ad003417a036389ef3e6f16e3583979c03a7fa7bf8894c2b4253bca4fe332b2a9cab610eaf317dc4f369888e47bb57e14878d038918a07496fe0b4da043a9e";"BAEA";2011;"2. Semestre";"BA010801";"DESENHO TECNICO I";4;8.5;"Aprovado com nota";210144;60;"ENEM - Exame Nacional do Ensino Médio";2011;"Transf. Interna Por Reopção de Curso";2012;"M"
"d5fdc4410fd3aee988c37aba4f7435ec08254257dae4df0d4c93b3c90fd6cd02249ccb59755174659304809b8d4737d5729fcecb76bff5fb20acc87a59a6be21cd3d913b2f98189cebbbc9f592bf0828543a3352dacb511679465126e2a989e0354ac0f3b4bef098353f8616efe6969c82d94dca6b6b1ad8316b84f01b27537e340603b3ebe763b1547c66db8ce892b5d99e8ea819167ac14e4dc6f0d23295e20e5738dac9b7e6041f0af1307d12d9e46f3d7e407b80afeabc9bbd6a3bc08b0b29be1e294f32323bbe3473a2bf42fa871a05384dd5581884677f984b483dda0fd0fa4ea6f30f6a737c8e68d9501a51d930057b938ccd04bcc33a7470e141f774";"BAEA";2011;"2. Semestre";"BA010801";"DESENHO TECNICO I";4;8.25;"Aprovado com nota";210145;60;"ENEM - Exame Nacional do Ensino Médio";2011;"Cancelamento";2012;"M"
"b4705bf641b88a2cbf40ef22c1edfa62ea044a4d9bb2d614c7179c63c11cee816321d742d1ddadc38d0bb74688595d850f514ad1880631391f5bf5d7441770a012a23cf1055a1eff25df6fc8ccbfcf4ff63c5fd29a0e79239857cc9c6a2738fd191bd47ae2d5dbdf090a952ae717d3a0993529880b1a8b32a906415f19a73ec0123d17bf365dce1ea042ac0d35f9d087a28de058aaf4fcc7e75c900d2ac80d840fe3676b1d2c9115c0fd36df57ec1be02bcb7e70b13dc9f1be9e941e63ee7d66d1bf604ee553607843c64e2a226b582cc654f726b05bc0a0d06d3d3e9e7ed7ea5c61df0f46195debb3ef3bf6e5400347c175e847180f9832c0dadc29386b9612";"BAEA";2011;"2. Semestre";"BA010801";"DESENHO TECNICO I";4;0;"Reprovado por Frequência";210146;60;"ENEM - Exame Nacional do Ensino Médio";2011;"Abandono";2012;"F"
"5e7f2ae17200441c4322f384179c7180e03c7b1de79ec1e6ef28b38c075b6f837ac3dbe5446c63053765b27747c31722f07a0436d517d46f0910f2ee56098def44d010b583819bb953a3247d7e41b7dacd0cabf52aa5048f21d6005370a5189c7be9d7fef497f1f4dfa271169b26198e79eb8973edf1cc711b65fb97cea9986533a71b2ddca3b50309c9e9a31bdc51149f8d35d87fcedec8efc7b5a0df9cd51b56f9285ebd5bec38f7d28999f3a52b854b216d8b427447b57db56cbac8af988d76ab898a98508f6e2dc3983266bbf2e7744040b738b4dbad62bd0837257936c10a0faa1a156719a66b6f1f62241877ee683d7e42d2571b72371512eafb12dee3";"BAEA";2012;"1. Semestre";"BA010801";"DESENHO TECNICO I";4;0;"Reprovado por Frequência";210146;60;"ENEM - Exame Nacional do Ensino Médio";2011;"Abandono";2012;"F"
"a038c7503a3eb532956d8cb895cd7b5043c510122e69fc83f52b628aec7199a37c602a92a429c7f686ec8562e61a5944887f181c5f3e02334095c32cb86fb5e48296b160db2d7c20dbbdda65b8ae29dcd27872455016591494e3e02dad17549523616443bea06b80dfc4a9bd3b0c6a47cd2fb1e4a0d3450067c30eac5fb8fbe674e210ed119c7513814dd30298f8085737b52ae80f6d4fd574ef9e6bd629cb3432fe38465a1edfc63ebb01283c4f5ea78acf1dd50ed6438309e00dfa4de58870fc6200e423e8fde501b0dfffab8f7be911aa3e2e75d9fd462814dce7da55be2e98d6696229928e5e9056d4613a87e66299bc1cd292b6679e29c9b6ad45635edb";"BAEA";2011;"2. Semestre";"BA010801";"DESENHO TECNICO I";4;10;"Aprovado com nota";210148;60;"ENEM - Exame Nacional do Ensino Médio";2011;"Cancelamento";2012;"M"
"7bbd3e16bb3c99897fe32752de77f6e896458c03a0132e95f08c80a94bba63bc83a736f9f6f5a3807a7d575d48942d2ddb7c111f00386675ee3a4655856ba2ab11814ffae4697a583dad4bb597c3cce6d71713d71b0f83f02dd9fd51bed6840f2864cd96e4668af9ea1c2eb4f0685e37da183c977c00004b3fddf88bfeb723705e40deeb91034c08f43beb7cf16cbf9c559901088c066538dabd0394eef59a0dbb574abee95b497554f6d4acc0aaf2817096a7a62c062f223043dfe2219e6b93d374ba1a13d4d25c13ebcd6d1597ef48119f97bd0acb66a1377f710d293e8b764845b6b9b23b31dfe37bccab1d18fd9c560bacb0b12f0a1c0eb484c6f5b68967";"BAEA";2012;"1. Semestre";"BA010801";"DESENHO TECNICO I";4;0;"Reprovado por Frequência";210150;60;"ENEM - Exame Nacional do Ensino Médio";2011;"Abandono";2014;"M"
"d0ffb3dac0387c3c86b0666f34bad1fe85ade603815d0d89c8f1e2db5c81d9c3602a9a1ddf549f6fc36c2864992edc7eee95bcc83c28eb5aa2d2565744f92537956bce2bfcc2f1d04d69345aabb7b96a25c0ae868910b0430b1844fdb89597b817404beb5517647b59225b37fc239493cc6d1ec450fde7faa62ffe899e4c72bb5719615a3c13bee09067666fa4792e2e6d1b39840c221ee52600e76d85e652edab21c35c9c2e2c29ce150e0f8686592964d59f00af50cd039a2934f7086317a776b945028ba1fc9f3416ccd6af28de9cbff14f71a238fb6ca1a662c990bd3ff1c885fa9b4730d5f71be2cda84e8a412bc6c92cb9634579de1f2942a53043a3e5";"BAEA";2012;"2. Semestre";"BA010801";"DESENHO TECNICO I";4;0;"Reprovado por Frequência";210150;60;"ENEM - Exame Nacional do Ensino Médio";2011;"Abandono";2014;"M"
"8c3773f5d479cfc2bbd63437a897829e6dd268627b9d6cb500fccf6bc3606b2ab2bf2ecce42e9514a76b7d8eb82ab44ffb4eb2c470648c8817546f4dfa239d36136c08ee3c76228c4595d4a3e8738845b755c525c1214ab7d55c428d7a594442cc5aa5fd5ba0d66b84b78eb506cbdf0feec404aa24a01b551c4251fa63a3a796ce772b5f23b5648d909c37d950e9b893ae499bd58a32caf84f6f271204566724ca592a2396edf571adcd6f3c622f832000bfd5fa2d724296eebca4e0717a527ea62d74f7cd02eaf2dd13f429e028fe4f59abab84e2f1638448ceddabb317816146c55eedd6df903f2ef780f779cc1d80a9ae0c26e35989c6ff4892d449c8355e";"BAEA";2013;"2. Semestre";"BA010801";"DESENHO TECNICO I";4;0;"Reprovado por Frequência";210150;60;"ENEM - Exame Nacional do Ensino Médio";2011;"Abandono";2014;"M"
"8b7b576df0e0f1259475592cccdc7fb4127d7f23fdfa47273d2e24258ae863705eb8e12f063d374c6a5461329d8a7229a8954787b58ac2aa858d188158f6abef4ed16918daaa63977fa405184784861cdcd4d0d8fe2393b8f2beb69fd2a9944d8a132ead68cb1253fc90e61203d2ea857d4f433cc15c9a805c942d9cde5cf70d4f40cd4eb5dd1a209b8748e956dc6828a598bde0dc85655d48af26eb42037b8a62a86e5e1940c62f88f49ab11d253c0f74997b314043db2c61220d651aba01a38cf12d961e7c94973f6685e37ca096c7e0d35dbb859153d42222d6557670993fcf0dc4f96c2d619408aaacc32788468fe20c3e413987c943ee44c65b8848a93f";"BAEA";2011;"2. Semestre";"BA010801";"DESENHO TECNICO I";4;6.2;"Aprovado com nota";210152;60;"ENEM - Exame Nacional do Ensino Médio";2011;"Abandono";2016;"M"
"43b7eb8bbf6f76c97a13c9c029fc62744f9db9a8dc90727a88aa79ff00bdc2a1a70032ef60a0dbf2979230a9727e952229061e4fadff0b114dd9d1893e0739c41840e6c9db5ded461cb62f63d5221b8817ec33487f570c4bbd4dc48d1f37e29b261ae401c5ea24c7165d931f98a6d120cb5f6584f3b62388953a7c5b3dce7f64adcb97f745837fcba3c404615aba0c28105af6faf17c23ebdf8cc50a51bcb20bbcc5c6df3482c81ec9d6946f6685ed1b6c09de223751e5dd92b6cd2684e2559b17c99c1faf326e54eee18b1da58ab385888a9955432a932877e28e304b7f040c986536221db0630cb613ad22cec475436652809ec19b003d30de7f5b18c1dea2";"BAEA";2011;"2. Semestre";"BA010801";"DESENHO TECNICO I";4;0.8;"Reprovado por Frequência";211664;60;"ENEM - Exame Nacional do Ensino Médio";2011;"Desligamento";2014;"F"
"de45795c3887f698f43435bc8b634df5252eeabd236105f5b21e25dd32ff969bba27f2918e4165aa970d38d0174c08f62de9383fb9f6ed7722972902bfd84f4e4da7578a86815919ccac8ca35badb4f71c261afcfd8d43ee3da432726a0e7fbf1ef77773fe97d40967f4cf6a6cc4de97533b131b0ca32890edcbb309645461ef504aa9d03853fbecdd0d26f387af173d9674e5443fee157af7e40033457d5b8d2988ea664d4b9854ba1a8f01e71465cf479b81923aed4e94d43be2cdef6273b207e52407763da1856ddbd1e940d91cf03d1896f09d5bc4835e2d680c0cb9311957c028ea006ce077810adf32578dbabc8724c86008ad794be7f8b025c0ec62cf";"BAEA";2012;"2. Semestre";"BA010801";"DESENHO TECNICO I";4;0;"Reprovado por Frequência";211664;60;"ENEM - Exame Nacional do Ensino Médio";2011;"Desligamento";2014;"F"
"79faf3944ca3672f3b4ace566bdb0eb8713766bc3be3ddcb2b87e1244660b63488c68b542eb5f54f6a9f13af269f7ad9e2fa9cd50bcf7d59d9a1881751aa243bdfa5097e83cf038c94ec88eb2d239fdc9ae277448cef83fe78ba77ea78c7593fef076b2fc6eae68527d2757a69da2d8158a75435fcd9d3bfbd1af61c14302fa674f63990279e9e438c4dcf5bfb4acf4ef8688127110d731266f639b8d633779e50c16909ed96b081aea5fe1e7a13e3cf489eb9ee53a2e138eb1e802fc5d293d91c73f69dd7adebaaf5d426dd0739fd5c3f358655394f2f32456b645e02d93ba4b3d8f52311388977942287fde3b1e71030b801ad19fc3ca9e0bd8ebec4782dfc";"BAEA";2013;"1. Semestre";"BA010801";"DESENHO TECNICO I";4;0;"Reprovado por Frequência";211664;60;"ENEM - Exame Nacional do Ensino Médio";2011;"Desligamento";2014;"F"
"02fceef28d1a813296f384ecb76a7cb5919ddcd64f5600a9c36e5f2abfd7776fbf8b14739e87ad66f52698016a0c68659ae0c144ed64964e94f9a5439bfbf291a1db9f98acd6687f6e20bb6ca2120f7a05fd904b88e2d1370ebb953138dbf6c02755560bdd8df4186e2bcde6c487cea4179a59bf37dcb799b83b419392ada290da11bdb9d4118e7223146f3a723d80fe319ed0abb21d658af4cdc66e038fcdd013968ff66165b1823ae6c5c3cdbd7807667b7fa81fc00d469f92f1054b89d186c4bb1049d296c3f107077fdf08870410945939c957cbf9119a462e02654e620456a7b05706cc960873fe168c165d80cd7b2f3f3c0b3f62d15a4fc139ae5bb996";"BAEA";2013;"2. Semestre";"BA010801";"DESENHO TECNICO I";4;0;"Reprovado por Frequência";211664;60;"ENEM - Exame Nacional do Ensino Médio";2011;"Desligamento";2014;"F"
"4838ee65da7fcfcb1c8fe62122e2ac54035152d914974aba7e665d924999b8c3954fedc44224eee010ff62b53e7e35533b0846754d6dd16efcde59dadd636d8faa9d8133a8ddfe57e6c754c20a63b12f8e1756c6ee42464f94752824379d7a319979656389f648f0970179473856cfd1908bd8cdc568d7bf36c1a79778f1f0fd16b35dc15d9b045d2757a0cb800eb31d1d1d1e00db88c2138eb519e9c7c80440924664120e0afccea4d9821547798319b1a407d43cbdc84a4f70619a7645636acb372b082fea602b850ebcb0d19c39931a516e7c4982478fde5baae137d8bd3420acc8685c57069ee694a6a07c04432c82e0acc2a3559b324ae0eb3600140b60";"BAEA";2011;"2. Semestre";"BA010801";"DESENHO TECNICO I";4;6.8;"Aprovado com nota";211674;60;"ENEM - Exame Nacional do Ensino Médio";2011;"Abandono";2013;"M"
"531715ed0cce8fcef53e1ffa1453391678399a3a0e45bcf79182143efdada6c22d49b627aad6b6daa426de9ff199ad5c53e3122354ce2ab6dc91559ac5892bdf872caeb5e05824b3a0534bb71bea8af6a65193a57e5308740c713d5135d0562d1b0a33d2fa439a1e07d9acfd6145ec916c94bf15015b25fae53e9b2e026b22d34585397785020079257b022dafe6751bb43f9bc0b72501836692636ce7263f32e7a85dd2b9c27c1f1a109bbff44c36425e780a53acdfa71b1e476060de7353f362af4eb666427e8b22c2d5ce9fe515188896c1d17c32f976add7552bed706abdbd1b80da8d267b447a82c851c5adbc5880cdc2b7f63b0014aa81e220d6f37304";"BAEA";2011;"2. Semestre";"BA010801";"DESENHO TECNICO I";4;1.5;"Reprovado por Frequência";211681;60;"ENEM - Exame Nacional do Ensino Médio";2011;"Abandono";2012;"M"
"10ac93053ea24b0183ba6e5cc4d57a8fd79fa872d4545b06d79a93d0b3b470e0f6e660f27641f4178355ea5e36e0bea2bcdc08389be44beceb13842597d1abfda7d2cae5b4e74329100dfaf2cfbb9cadae4c00a53e149fe0ee0b2d65c3844ab49b056b7143f15aac8c5617a9ba30e91d34bc6adbac3bc7888f91c73e5cbd0aa1d681b16799f5992f26f09f684ca4845c110cae9e4e7d4e50b4072dd40bec2112830ca34eed21c521e496aed3b696a72e8529e4b9df1d815b140bda504bddd22cc8d5d91abfcfd513af54c258bc8d3e20e6ff2c0b7aeedcc0c0ae7c9d79a6857b82ea1fad3229cc26b663d81189e37d1a18c8e41214a80b6bbfc273bc51a33d08";"BAEA";2012;"1. Semestre";"BA010801";"DESENHO TECNICO I";4;0;"Reprovado com nota";211681;60;"ENEM - Exame Nacional do Ensino Médio";2011;"Abandono";2012;"M"
"565e9f23896a666f380178d8c6475901ee5e50c5162362d43b724cbec649341c21fa4eac9bae00d915005fc32f98c4705ba23522f18a88c916895c17df5aaa48ef594179a64848c1fa0db76e0fe4cad6a28f54ba14cd99ccc0c6d45a457a2e38860e63cbebd5b2f2759d45bdeaf4d26a1302a926630d895b533317769eaf455046cdc27c0eb5caab668ae9f135ac2ab794fc7e5bb90d85027ffe623204b2f88557a17e83d6ed897ef3f8750c41e6546fefe1239d186d5aaec4f4a4027fc5bebce01ac30df37e6881556e6256320d4f679709294965301154c33aa0ea722ea390576ae8eaa2e96c81cfcdfe0357f524b976ec8e31ffa2eb4e4532dc1b2fb0ca73";"BAEA";2011;"2. Semestre";"BA010801";"DESENHO TECNICO I";4;2.63;"Reprovado por Frequência";211684;60;"ENEM - Exame Nacional do Ensino Médio";2011;"Abandono";2012;"F"
"0943a991eae74f7cb8bef846526825fb6bfb65554e26a3293e25f887ca231de735fc311b86942f701d3a7aca839717af864f8a3f7eb25eb81b8751df36c916046130afb29afe07c7e093d8b7808bd935aa17eb383a8ddb15dcee6d2480c7c0d98bdb590956af21a913bfb2d1ffe8e9712a28f216d1a3fdfcd32d7ceee2b30fbb7cda36beb59472457bfc7e843ba86436dec63b48d4519ea4278e690f8ceea6257de49ace77103585083c227bdd86b8786040d439638e52b6ba34c878315b6e038c18d98398355dd7f7a9e7f04c734fdf96d27500f80bb8bc2de57515ecd55ed5128a46df60c7a785251bf052f7ecd4280e4566b972fd2ed96a12a2fa8c8f687b";"BAEA";2012;"1. Semestre";"BA010801";"DESENHO TECNICO I";4;0;"Reprovado por Frequência";211684;60;"ENEM - Exame Nacional do Ensino Médio";2011;"Abandono";2012;"F"
"7cd83756a34b3c09df5d24d220af8a73375f386e9121e4c93918020bd17a51537cad21d8d326c01b3448fb4a342bf2dd957a60e27ed97777a1a904641378c082dd03fc12026446ce881bf7f6ea23819f35fb633492a3a2d28c408cfafba786a97266ea47b1c9a9f14eb7b0bbbc1ccc677685ed3d2d437f72bf3ac2c3604268b86fb179053265f8e8a1811a9fe23c79d4e732507eaa7729a81f0bd2268f6a898c4668b7121a31b849b9316e942685b0a3f4fff72be55058f4e61700a9ccc15194b89d407292ffd3ae2c1070e887b89cfd5c9be78a2940f9b2b36cb2f4e5ac02c54876c6cee15a478f57899b00facc42d957c4aa65c6b61eb3df46980c83dd9978";"BAEA";2011;"2. Semestre";"BA010801";"DESENHO TECNICO I";4;6.1;"Aprovado com nota";211686;60;"ENEM - Exame Nacional do Ensino Médio";2011;"Formado";2018;"M"
"99f9435f8bbd62a44a37d498b2eb758c4063f03b3f5fad3c2a975f41b537dd2215862c699df8cd6f4ac0142a7693c7514a6a7b735d3c4bd75a8708f1e60ea12690bcd8eafece96c0e763de6334ac8f94293ce6cc0cc9030f8934dadec63a909f5679450a9f3b15b9948306a98d4a49be37de2ab1665ac515dda6d8a1dc491c0de78d72e7300ded0106c6c96cc193be315abb4176fcf2eef67a8bdb0414525aea8c575c6e0f16a97dc6789c18a56b8241371929b3db2aadcfe61e5bdbf998c6077144869d985ac1fa297b6acee65f8c0ca27a7f26e46fef5d153058a0a4b7b033c190d99ca67296bb5259036286ddb0470a37dfe96b6aedbe93555cab6ec57e6c";"BAEA";2011;"2. Semestre";"BA010801";"DESENHO TECNICO I";4;6.5;"Aprovado com nota";211695;60;"ENEM - Exame Nacional do Ensino Médio";2011;"Transf. Interna Por Reopção de Curso";2012;"F"
"7e7db0d41012fb1aa4c2327aa6469e71e6cad8a08f56ccbbc5b9fcdb85662b60e673b708d217585fad87001ec7a3c15590ef6205ce9b5ea648cbd669b1f7147966e7dd9e5f67804e8cad8733027aae635eee296454302fd4ccb168122af69b180c54394258bdf8cfe3a7d52ae51fe94fd0fac8fd1cbea16165783ef3cc83c9ca269cc346c8b17ab2f0489f5feecdfb183faed15b3e3e045a9a0a876335b28b0f83339b1ba16034daaa2bd806186db9cede77b35a98a55015600cca05777a4f5ad2a8995829d73bbbad46b16a160ddbd3b8fd63f1bff1ce2b05076b6f5404c5834ea414ac6f166e8c86f36b72510b51b3a2b99b8a6cdffcf9db01004b1904e857";"BAEA";2011;"2. Semestre";"BA010801";"DESENHO TECNICO I";4;3.2;"Reprovado com nota";211697;60;"ENEM - Exame Nacional do Ensino Médio";2011;"Abandono";2012;"F"
"958ea770a1f30b0609f23d8c9fabb43c76b5fa365d9f539d30b4bc1e1ca46f734653a592c7383336b6bafa0b31b5814458f4b04a4cc92048823ec3c138308d4a0b736e3e100801ece1f064c665ba0f547d84ae5e51a46a4bb4e7a501da76575ce5260219e942d0beffe38526419bcfb6ef1241f02bad29d5b17b1ced5cad6a86d3b047e23147c95f7c4760c350c502b3af4431baa246cee45c048da33251e61aedc502f7ea9779f694f8130892eaeb91dbc571485c53de8c9291508579177b2012bf8ca63b890dd32b61b8a6586227689e589922cdcb320cf4820d1d7e43122a45b4c93a11f172507a8ad55e38a7ce9fdfd349ce0a67c2824365eb610a64a389";"BAEA";2011;"2. Semestre";"BA010801";"DESENHO TECNICO I";4;6.85;"Aprovado com nota";211700;60;"ENEM - Exame Nacional do Ensino Médio";2011;"Transf. Interna Por Reopção de Curso";2012;"M"
"f1122ed636dd75d581912e3920cffbe1e2c2433e4a0b4bf29e06ca7ca42ce5e8ae935db6b55740495ee5e0575fc443ee2532e979c77b316be4524431eebce9f55687fb2bb52c938b3c51c005e995c944bf303462b63029810d175c942835e3574b3d966d2bea27d56369ed324f552e3d2ecefd2dcbc27d352f2aa131b6cdbe01f31b90ff24217a76742ec2b7c50da0be003b849d2d10d4eb833031a6093ccae132a5673806b5993c0250b478e266d547e07d43ea11659939dbd6db801ab50472545eafcff7f5d702034f56cee2c1b793ffc41a23e3701a1e42970d555ec816ddf42545bd2890da62a79ad1b186e5197cc497a408f75f86be0bba21ddcee17b0b";"BAEA";2012;"1. Semestre";"BA010801";"DESENHO TECNICO I";4;0;"Reprovado por Frequência";211702;60;"ENEM - Exame Nacional do Ensino Médio";2011;"Abandono";2013;"F"
"eb34e23d393623d4504fc2ca49e89a7f969beb47f2dac5a2eb39ea664ac8ea9408b6898e38bf8ccc00a1abcd946255fecb0b12de6e577793cbfb30883ad1a8417fbc136d5c9d9280e71bc8f1e346ec22fd07cb51d1b1b24695f271a3a7fabc6033e31b5c2b7c14ed2af7b796255e1318d75895866b0fbdd60f94a3d0b1624cc7ae83eed4c620a28e3d6bb93f20c8a0f1202fe0aa80038141cb01d18d26348d2cec0918c8c427b01ef5656110fdf335c01c5d9a06e342d40d3bd0f5221538c6ce450e7560d9535201b2b7fec541904a3057778f894f9ab053b4cf2f02f77f00670ab468a0b5beee517f551f4844bacd41b657c30e18717a95e1844db2a37929b1";"BAEA";2011;"2. Semestre";"BA010801";"DESENHO TECNICO I";4;3.7;"Reprovado com nota";211704;60;"ENEM - Exame Nacional do Ensino Médio";2011;"Transferência";2012;"F"
"61491ac6fbdda89e58e7e6328d93763bb83eb89a59af21c32232d7b453061fff83a5325889f6af8abd8f1511ffd531bdf04592acb4b433884496338700893a8250d8d6a896c10eada442c1cb6e6c9a444f50156c73e4d8832eba104b174c53c741f1ede848893e808c575dc66153a818a1ce3226137e7c127bdcbf5ee92cb72e184b7605fdcef1fff73e0342ca9d7f5f441248c177bb496a26756131050270fdc9821564201470b3019a63d4c294a8e9b596892d2ec6b4cedfb9462373cbef7782834835c7c91ec5c30c290d61e322323f2aa7dcdd638063469d5562122ab7cbb74f3b7da674e14c3fc99b7da98f6c34cc6b02ea41d0e4fc0a934135ba369d6e";"BAEA";2011;"2. Semestre";"BA010801";"DESENHO TECNICO I";4;1e+06;"Trancamento parcial";211706;60;"ENEM - Exame Nacional do Ensino Médio";2011;"Abandono";2013;"M"
"78975f99ce33a555a82d08d24d803eae8d01f5d9a7962bb8e52bae4a0e1c9cbaa78a9584b81f34c1b33b2bce97774e5563d1961f6017582afd105eff387dd4089157dd115e1857421a52e98d58a677fbfc0847c036f6bd9f5f2010f5255ba0042cbf6fd27ee327dde5aad5996df9e2ed4f9f01ac4aee51e217f3af3aafa1aa6d75f8167aad01f53fe2b287185e1f02a84c50e548cfbaad48321f18d9f56d4e7933c5f87780171594a4a628ab7527fdc5428a0ec55074fff243ec497edc41c84d6f969a45174abf79891481afe06740339e3b05cb724bc98f995a573b2e0c8335957ed304f4b3aa3fd5dd834ebadcac3abaa94cf39edc6098aeccf0495939f109";"BAEA";2012;"1. Semestre";"BA010801";"DESENHO TECNICO I";4;1e+06;"Trancamento parcial";211706;60;"ENEM - Exame Nacional do Ensino Médio";2011;"Abandono";2013;"M"
"e709231d941b1c83d5a379a1f1b1892f6b356e9f7f71c71dec04134b1110767843a36e2c336423b1687a1e79ca689674ea5003bc796f8c456791df8fe6f922237fc67ba21afb13f3ed689800459d42aca37c7440272da09f92cbf75e946115d34da5fab18e50ebbf670ed41a8c8253351551def2440a56b5ac98e84e605f5b1e94135eb2a6a5f5b4bb9fb451891c5435b265b845570d59d8afd163a1b57126f8db1aff12a4e3052281a1864e52338902201bcb018015b98c348af5e2f16cc024c89852a5b9789b6879a86951db061218a63ff9001723f4aec479a7f74873089c5cfd2471e76b390960e98586d12067f66a343335a352173c65bfdb2da6712630";"BAEA";2011;"2. Semestre";"BA010801";"DESENHO TECNICO I";4;4.4;"Reprovado com nota";211709;60;"ENEM - Exame Nacional do Ensino Médio";2011;"Abandono";2013;"F"
"d6085cd41cc6fa3a36f10634cfd5a402db0f45c75eddfc483661c441614c439f4d8486a04ec9d92051dd515d4659b72a584a91e6bd3b9150138d593a883698b93ea32b583e0e11249fda3b5227934be3ffaf0244edd69b43543b70a2b2a57c5c52f6803754ed497ffb1b34b1b7e92a70208c0661eca5affabb018ab7e35c8593e76f4ac8e11f77e6e5876844a9d0de6afc61d0abcf6fec622fe91fe0255bc7f1c5bbff86d855a7443af63e3e91ecd9410ef3e59add8500bbc28608d807c353389a96f85233206b3d6dfcf9715967996c30599cbd5abc61558a05282e62f0133d1d8a5412d0483c638006e95aed43471aa466a7c645dccbc12f104fe36b1b73f5";"BAEA";2012;"1. Semestre";"BA010801";"DESENHO TECNICO I";4;1e+06;"Trancamento parcial";211709;60;"ENEM - Exame Nacional do Ensino Médio";2011;"Abandono";2013;"F"
"839af50e28a5346e6e330bf54757504afcea00f85afc0175e1abdc5cae6ecd6a2760d30b5b13be0c23ddab27801d1e71adb0ab6b196d7b1700e173556f7ea66d3438abce65c0b3998498b6abf41119c474cd45afeaf4196cbd92f85ee7e0af14409fb72ad27f43f4f3aa980ef2222cdc2e7cedfcd6913971c2009b94cb2bc06599c227ca91c0139f09f4de8259a5b47e013578fd8dafd67349da6bea4acf75c506b3bb4b49c7e1c17467ca7e06129ba1a20f594adc479e7aa441a76a188196e628d5a21fa6b3bcf0e57958e6e95e717d6287acbea763570a94cbd06bbe8e7dbd2b8e5c09ead7f0f5a299b067ecc3cc35a7b421141ecc6708f886e6d15e3950cc";"BAEA";2011;"2. Semestre";"BA010801";"DESENHO TECNICO I";4;6.05;"Aprovado com nota";211712;60;"ENEM - Exame Nacional do Ensino Médio";2011;"Transferência";2012;"F"
"435c526f8acfd981d2b94a7bc7ef92ec099d05ae0b4dc6f3afb8ad68d5388db74612d54a319bbde769cce91c738ccf75bfdb08dbd979b23dd001d847dc76016bf755e9163b190ef3f21e9afa7522e4e126ec6ff91ee520fc2722b1f307ae4576b39fa9505c9b3bd6caf5adca3ae7ae75ea2ce583894deca4f5c3ffee3942281566d83f5481c5f6ba88b1fed450f2a5d8570a2317921ebf875b14e7a277b85674e51bc8f106bee9723828e4a14220b680af80927a586b54985009845fa234e159bf67de6d034a0b68731a5cd96924c54e2e6d1d9cc64b00c00f4a5edda92a59492ad96978b396d2fd482056cd13917cd3a87b6e7c55c7c3a78cd1918a37788f67";"BAEA";2011;"2. Semestre";"BA010801";"DESENHO TECNICO I";4;8.3;"Aprovado com nota";211714;60;"ENEM - Exame Nacional do Ensino Médio";2011;"Cancelamento";2012;"F"
