"MATR_ALUNO";"COD_CURSO";"ANO";"PERIODO";"COD_ATIV_CURRIC";"NOME_ATIV_CURRIC";"CREDITOS";"MEDIA_FINAL";"DESCR_SITUACAO";"ID_CURSO_ALUNO";"TOTAL_CARGA_HORARIA";"FORMA_INGRESSO";"ANO_INGRESSO";"FORMA_EVASAO";"ANO_EVASAO";"SEXO"
"215bca84feeae9f9a292eae2ebb81b9bcbdb84bf338a795d25315e8f8c907932e587caa5f1b650997c2e55ef078c222c55fcbe1fa24f9f37f051f3131f1480c50320c94a20369dc482d5e12968fa96c57bc80b47dbd4ff03f93283cc3cebcf9c2664bad5a61380f63ed5836bc157867873d326734f01ed4c861a2f16ac88bbf3a847cf10e16ded2d6c7dd3031ea4d74694e8b9860091be8c56eb4871213af34c49e9626b56da181244455ce678ef98f2a9030a966611c416bd78535e537bc86eff293a71ac262f79b166931b4bc29e117a66f681f54760fb021b08698d835ddb391f9961558dd13a7e68cba18447b5a1609d6d0646fb69c1b9aa8b33e247a39e";"BAEA";2007;"1. Semestre";"10801";"DESENHO TECNICO I";4;6.2;"Aprovado com nota";76;68;"Processo Seletivo - Vestibular";2006;"Transf. Interna Por Reopção de Curso";2009;"F"
"d8bdd76f24fa62f85991d29e8fc0fb721cc49a833fe4e44f95db57165638fe176c25294c909a43d1f9e7adcac2d54e5aa8801aab5d46a5bf791ce84c09befb80895223762b0972a9d50bc1c3a6c5d183fb53875ba0bac7a3019a19d6bab07b8b3b084372534898549269cf7c95ecf0b7cb5a5ba543b4ca03bf5b9fffeb5d192a2a0cc15fa73f28e78032a97388c7c3bab88aea0bd3fa144d7f4840b0c1f45e86c674f7756d9fcfdbb3bf5a3aea7d225337ddecb72a999f4200bb57d50c6b7a2cad5b5db261b915b4ac3157c8e7d22ead1bbfba484767451d2221ee7dd80a36232d850c3005d8c9c1aa743c93d8b52a7b0c18773a5af7ce6b912b9e08567a8cd6";"BAEA";2009;"1. Semestre";"BA010801";"DESENHO TECNICO I";4;0;"Aproveitamento";76;60;"Processo Seletivo - Vestibular";2006;"Transf. Interna Por Reopção de Curso";2009;"F"
"c506008d8eaaff294980e4bf080839f95907d483a0159b8f45625fa4d374f0f6f7941a6cdfcd546e6fa381c204aba4cc59d9d1ac1f0df7b732883c1a4db95e955eb0918e291cd8138d3b7c86e9716bc9ea83e51384c9cb4458a0ba89df4a1e4dd0c4d6c119b37ae504f054b575df07c2e5236525df435046511921d972a5c19fd122eabb6d6ea3a6a248d380beda2eb47495082b720797878098150a1fb1d9efaa0752b9fd54e703a9851a010feada240cb6878693c12ffef0f97c2d40a7a3599ef32f907e0606ab62df3d7d48f87acf71f44204bcf48a67e7faabe7151fde5db826604a8e9733699c03e9848c94c828b32f293354f4cb94bf4bb9575cc0cb8e";"BAEA";2007;"1. Semestre";"10801";"DESENHO TECNICO I";4;8.3;"Aprovado com nota";51;68;"Processo Seletivo - Vestibular";2006;"Formado";2011;"F"
"a7d5466f3c0e91a6fa86ad3113f2759f093fef39ab8c3b8fefaa1f9937b5e62bd46d5a916c449a103a91943d0d0103217e45356bed62da76e473cfdea87fa39bcd78afd99e15c58e43e919a2eb5e16ca11f6a55b6af5dfdd315023ff14144c471472be8db10ebee935e4e155ae5b01579d1add2e59209f6f7bf7ac91ad269bfd6e88bce3141e2c3ed59a21c639945be3e82a2786cf581a520d952ca4abd459e1390de4d0e13ca9210a389a2055078ed3ebf75a721e84a7f3d5f55a41cd125d8c6ec5e7a66fb2b22cec5fb13b08ec03dc0461f79fa029462cdeeefa5d2a5d2664e79feede98ef089401af772369dfcf46bbcb2d03e781f969934365a28343a991";"BAEA";2009;"1. Semestre";"BA010801";"DESENHO TECNICO I";4;0;"Aproveitamento";51;60;"Processo Seletivo - Vestibular";2006;"Formado";2011;"F"
"6b94d62308874fd3c4c246ccb4fa15c6962594a67e3973e7ddeb4aee512b518dc284021ab396c2247c933fb5350b84d2a838253bf017645b883a82ea2a8ae7d761a8c97bd59db7b77c8100f312f1dd3eb4c45b6bdacdc788500cb073707f2ae87377f908e7138bfe278ff5c1c2baaa2fd42f761d7fe60fc446acce1e16ed39cf061bc2ae68abf601efb9712c88ce35e057ef676328a8cde2ce6ac675d71e16b76b014ca9c80519e1a7febb48d714de677f53194427afe753b3923e8d22c2059f0ae664243eaa4f4c1597d2c07403c4a0df8bd6d2bd5c6178a75a156415f780fc42f697223ad8c11e965a3086cfde24f109623978eca922ee92630e3cfb5ed441";"BAEA";2007;"2. Semestre";"10801";"DESENHO TECNICO I";4;4.1;"Reprovado com nota";57;68;"Processo Seletivo - Vestibular";2006;"Transf. Interna Por Reopção de Curso";2013;"F"
"b6a349381da6e6024199a5a7dbedbfe2208f75ab8bd07683c29cb4ddc3c80818e274a0b8144454025e0aa10bcf5b83ecd496f58a3cb24780c8e20dc2e4965b475c923b3dfe8c37c9c78fb31b88eaeaedcda0dfea0c04a336eb76eda84f3fd93d1ef242b0d5785538c4ce50d9518938b09aec8c9f148d92e096245e070c6c2e574097d1da89c79116a8b28ce8099626b59eb15008915b75cf040850ac4788c913e6c4b3beb8958aedb08b5598b148c695236ee44be8fe1331fd2c8e50cfaf97ee17af4e7c04a71b9bd9d62eea6713cc47a98d3ab74b9aaa03a1a50ce9054182f3abc9fccb6714d9f4151672415235a9133a583607e5549a23f4b9976fff1f6ce7";"BAEA";2008;"1. Semestre";"10801";"DESENHO TECNICO I";4;7;"Aprovado com nota";57;68;"Processo Seletivo - Vestibular";2006;"Transf. Interna Por Reopção de Curso";2013;"F"
"70ba34dabcb82adae1ada918f04da126e95273d442f1c952345264146690e7921a908c96768377d1709894e990a7cd8df259dcfbe7c1924e6fd00c1b569f8a2b20cb2ce07b9ba5189d8c5668befb1dc4c5791cda7847322ef2a8ac9028e125dc7545cd6e4e42bf25f3d0cb9becfc7c347fae22e76a4690c6454d779e58197c053f7d0bcfef354227fc1285072813653616624c27af39bec277bd36fc6f904ddad25f903c40c65683b515934e2917dfce9895584c13ce5dca588f73a47bfa6097677d5ada47b7f742ef675e2fcf8238f0d861f11cfe1a8d599cbf3ab0c5731fccdb7796c00500eec233199bbba49cef8a0d4b240b5933fd72b8051a829658f694";"BAEA";2009;"1. Semestre";"BA010801";"DESENHO TECNICO I";4;0;"Aproveitamento";57;60;"Processo Seletivo - Vestibular";2006;"Transf. Interna Por Reopção de Curso";2013;"F"
"9e91a163d2d37733aeb9ceb1f0a9ca41e8202a69edd048636cf85412b5c9f67b5fc81d2a1be1689ff1cb630aa11f39a907b532cd95d54f47ce698a47274253ea6849d23a26d68344c70543d84a2bac6e6df4a33afb5136d6212fef0ed4709110561b6d66be6e71624d6334062b80089822f4b4f0f025824215c1293adc7ae3c94ed636cad0bb2d5ffe935f537b88b61484cf4e37957464231e103de3fcd7a29b0acc6d5607f7c4d856763243cb762807cc9a53ece3ae3f85d043bf2f793d09d8f67a645a4f0b14cfab7cd007757f3935c97922fde0d54d31f63825dd79fe79697040f1e46f79b61503a0940a48243495c3f36bb68c2f83702bd2454615995b3b";"BAEA";2007;"1. Semestre";"10801";"DESENHO TECNICO I";4;7.9;"Aprovado com nota";55;68;"Processo Seletivo - Vestibular";2006;"Formado";2014;"F"
"a7588dcabd5e58df1d23e6d5f78546da6af9696106f772f330e8151d4d9bebc5327aca96f39e5168f1d437c0830d4bace51ae648feed0579539135652947eb5abce81e0cd139de05f66761218b7585c5dafd3408a8bb54c110d0d3f9c833d92b4c160670fae0109e4baf9e81ade31c4cd32ecfa8bfe75c1754b20d33dbc4f2de7bd1daa2edd99a55fe238fb67c0bd2146959a7ca50c7f5addc7e453c68f57764f967d3568c7425313377bc86ec61f45118cda377824910c12b4fc977a3d2041719103259ad618e1d8b9cec11b67d7210c630eaee92f98588ee280ace0a346a06d8748cfd60177536a979be5f28f5d0f6dbc67265dc4eb833d19a7e2539b7d845";"BAEA";2009;"1. Semestre";"BA010801";"DESENHO TECNICO I";4;0;"Aproveitamento";55;60;"Processo Seletivo - Vestibular";2006;"Formado";2014;"F"
"86d2e53549cfc3244b3f4409227686e89ac9cb076814bd625ab09af01d78566199c51043d61ac7065e2562514e30ac2b5f4076608cafd4b91a55f62cc7216b7f6824f6773495b483b072c9dc47304fe2b971a222baa89b0ac4b9f99557811d93db20095a02a8cec979c3dafb4c2761259c8c89836ec183184479d48435d442216e13c5fe2351032752296530df7a9cd74c004f711c2db85beff1c0904cbe1b52562f3ddd3d7ade79d88b6a6c4b8b125bef75e4b51c64d74b68206b3f3f05096131539af64926269a699d14f202b822529e06e104ab8bda26f365969a858f87ffe73d11821dd50ee0f5ca44d8474fa2a5e0b0b991aaa02754f100e456b7061a34";"BAEA";2007;"1. Semestre";"10801";"DESENHO TECNICO I";4;6.8;"Aprovado com nota";46;68;"Processo Seletivo - Vestibular";2006;"Transferência";2009;"F"
"ab79ec7da53dfed1bc6e0c1633d5e318539ccd59240a6193befc6e5cba98c4468ae2231073d02a7c4ccaec5b72b9effebe4c4d6ddab7a1db945d912df0c563fbd154d7885d9919c0a97b1abb07595cb1b6d9b9152df197274b3fea6a7e0582f78f7b53598987c3973ace94337d05536e2504fd84b6f68bafe02c2f0a195b444f8a14d323a6b8469ef77e800eec4532fe73fba099bea865b5ac4cf0d7846b047bd2d11837ae6cf128ade720832e9b4ecd644fbf617b074669931d136882c6d519a8b9dcb6fc717c94551c18d67d9c4c9e7b7ccfd0a884329df307f978ed88a786ee4342d8f76e1b152986ac834c9d1336cb932d6219532f1098012ed73d30e260";"BAEA";2009;"1. Semestre";"BA010801";"DESENHO TECNICO I";4;0;"Aproveitamento";46;60;"Processo Seletivo - Vestibular";2006;"Transferência";2009;"F"
